feature_id,feature_label,feature_role,top_category,top_category_mean_max,second_category,second_category_mean_max,deception_mean_max,fiction_mean_max,roleplay_mean_max,neutral_mean_max,top_minus_second,deception_minus_neutral,interpretation
23895,neighbor of 23893 (+2),neighbor,ai_identity_disclaimer,0.0,deception_cover_story,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactive_or_not_triggered_in_mapping_corpus
23896,neighbor of 23893 (+3),neighbor,false_self_attribution,0.08486328125,ai_identity_disclaimer,0.0,0.0,0.0,0.0,0.0,0.08486328125,0.0,top_category_false_self_attribution
30029,neighbor of 30032 (-3),neighbor,persona_maintenance,0.014373779296875,ai_identity_disclaimer,0.0,0.0,0.0,0.0,0.0,0.014373779296875,0.0,top_category_persona_maintenance
30030,neighbor of 30032 (-2),neighbor,ai_identity_disclaimer,0.0,deception_cover_story,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactive_or_not_triggered_in_mapping_corpus
30031,neighbor of 30032 (-1),neighbor,tactical_misdirection,0.00032958984375,ai_identity_disclaimer,0.0,0.0,0.0,0.0,0.0,0.00032958984375,0.0,top_category_tactical_misdirection
30033,neighbor of 30032 (+1),neighbor,ai_identity_disclaimer,0.0,deception_cover_story,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactive_or_not_triggered_in_mapping_corpus
30034,neighbor of 30032 (+2),neighbor,ai_identity_disclaimer,0.0,deception_cover_story,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactive_or_not_triggered_in_mapping_corpus
30035,neighbor of 30032 (+3),neighbor,fictional_pretending,0.385284423828125,hedged_cautious_style,0.02158203125,0.0,0.385284423828125,0.0,0.0,0.363702392578125,0.0,top_category_fictional_pretending
30683,neighbor of 30686 (-3),neighbor,ai_identity_disclaimer,0.0,deception_cover_story,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactive_or_not_triggered_in_mapping_corpus
30684,neighbor of 30686 (-2),neighbor,neutral_factual_control,0.00059814453125,ai_identity_disclaimer,0.0,0.0,0.0,0.0,0.00059814453125,0.00059814453125,-0.00059814453125,top_category_neutral_factual_control
30685,neighbor of 30686 (-1),neighbor,ai_identity_disclaimer,0.0023681640625,deception_cover_story,0.0,0.0,0.0,0.0,0.0,0.0023681640625,0.0,top_category_ai_identity_disclaimer
30687,neighbor of 30686 (+1),neighbor,dishonesty_confession,0.02408447265625,deception_cover_story,0.011669921875,0.011669921875,0.0,0.0,0.0,0.012414550781250002,0.011669921875,top_category_dishonesty_confession
30688,neighbor of 30686 (+2),neighbor,ai_identity_disclaimer,0.0,deception_cover_story,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactive_or_not_triggered_in_mapping_corpus
30689,neighbor of 30686 (+3),neighbor,false_self_attribution,0.174517822265625,ai_identity_disclaimer,0.089111328125,0.0,0.0,0.0,0.0,0.08540649414062501,0.0,top_category_false_self_attribution
41530,neighbor of 41533 (-3),neighbor,false_self_attribution,0.289495849609375,self_ref_mindfulness,0.000225830078125,0.0,0.0,0.0,0.0,0.28927001953125003,0.0,top_category_false_self_attribution
41531,neighbor of 41533 (-2),neighbor,false_self_attribution,0.001171875,ai_identity_disclaimer,0.0,0.0,0.0,0.0,0.0,0.001171875,0.0,top_category_false_self_attribution
41532,neighbor of 41533 (-1),neighbor,hedged_cautious_style,0.00177001953125,tactical_misdirection,1.8310546875e-05,0.0,0.0,0.0,0.0,0.001751708984375,0.0,top_category_hedged_cautious_style
41534,neighbor of 41533 (+1),neighbor,ai_identity_disclaimer,0.0,deception_cover_story,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactive_or_not_triggered_in_mapping_corpus
41535,neighbor of 41533 (+2),neighbor,neutral_factual_control,0.03154296875,honesty_correction,0.030010986328125,0.0,0.0,0.0,0.03154296875,0.001531982421874998,-0.03154296875,top_category_neutral_factual_control
41536,neighbor of 41533 (+3),neighbor,refusal_safety_disclaimer,0.095721435546875,hedged_cautious_style,0.02529296875,0.0,0.0,0.0,0.0,0.070428466796875,0.0,top_category_refusal_safety_disclaimer
58664,neighbor of 58667 (-3),neighbor,ai_identity_disclaimer,0.0,deception_cover_story,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactive_or_not_triggered_in_mapping_corpus
58665,neighbor of 58667 (-2),neighbor,hedged_cautious_style,0.0797119140625,roleplay_persona,0.01904296875,0.000274658203125,0.0,0.01904296875,0.0,0.0606689453125,0.000274658203125,top_category_hedged_cautious_style
58666,neighbor of 58667 (-1),neighbor,ai_identity_disclaimer,0.0,deception_cover_story,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactive_or_not_triggered_in_mapping_corpus
58668,neighbor of 58667 (+1),neighbor,neutral_factual_control,0.0037353515625,ai_identity_disclaimer,0.0,0.0,0.0,0.0,0.0037353515625,0.0037353515625,-0.0037353515625,top_category_neutral_factual_control
58669,neighbor of 58667 (+2),neighbor,ai_identity_disclaimer,0.211865234375,false_self_attribution,0.102850341796875,0.0,0.0,0.000244140625,0.0,0.109014892578125,0.0,top_category_ai_identity_disclaimer
58670,neighbor of 58667 (+3),neighbor,dishonesty_confession,0.001043701171875,tactical_misdirection,0.000457763671875,0.0,0.0,0.0,0.0,0.0005859375000000001,0.0,top_category_dishonesty_confession
388,random same-layer baseline,random,hedged_cautious_style,0.023883056640625,ai_identity_disclaimer,0.0,0.0,0.0,0.0,0.0,0.023883056640625,0.0,top_category_hedged_cautious_style
3535,random same-layer baseline,random,ai_identity_disclaimer,0.0,deception_cover_story,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactive_or_not_triggered_in_mapping_corpus
5331,random same-layer baseline,random,ai_identity_disclaimer,0.0,deception_cover_story,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactive_or_not_triggered_in_mapping_corpus
14039,random same-layer baseline,random,ai_identity_disclaimer,0.0,deception_cover_story,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactive_or_not_triggered_in_mapping_corpus
15139,random same-layer baseline,random,ai_identity_disclaimer,0.0,deception_cover_story,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactive_or_not_triggered_in_mapping_corpus
18755,random same-layer baseline,random,ai_identity_disclaimer,0.0,deception_cover_story,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactive_or_not_triggered_in_mapping_corpus
20667,random same-layer baseline,random,ai_identity_disclaimer,0.0,deception_cover_story,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactive_or_not_triggered_in_mapping_corpus
22326,random same-layer baseline,random,refusal_safety_disclaimer,0.31142578125,neutral_factual_control,0.09368896484375,0.030596923828125,0.006103515625,0.01544189453125,0.09368896484375,0.21773681640624998,-0.063092041015625,top_category_refusal_safety_disclaimer
25128,random same-layer baseline,random,ai_identity_disclaimer,0.0,deception_cover_story,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactive_or_not_triggered_in_mapping_corpus
29829,random same-layer baseline,random,ai_identity_disclaimer,0.0,deception_cover_story,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactive_or_not_triggered_in_mapping_corpus
35665,random same-layer baseline,random,ai_identity_disclaimer,0.0,deception_cover_story,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactive_or_not_triggered_in_mapping_corpus
35832,random same-layer baseline,random,deception_cover_story,0.011871337890625,tactical_misdirection,0.01046142578125,0.011871337890625,0.001641845703125,0.009027099609375,0.000787353515625,0.0014099121093749997,0.011083984375,deception_cover_story_selective_in_mapping_corpus
36610,random same-layer baseline,random,false_self_attribution,0.000274658203125,ai_identity_disclaimer,0.0,0.0,0.0,0.0,0.0,0.000274658203125,0.0,top_category_false_self_attribution
38677,random same-layer baseline,random,ai_identity_disclaimer,0.0,deception_cover_story,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactive_or_not_triggered_in_mapping_corpus
45642,random same-layer baseline,random,ai_identity_disclaimer,0.0417236328125,persona_maintenance,0.000640869140625,0.0,0.0,0.0,0.0,0.041082763671875,0.0,top_category_ai_identity_disclaimer
47833,random same-layer baseline,random,tactical_misdirection,0.047015380859375,deception_cover_story,0.038360595703125,0.038360595703125,0.0,0.0,0.0,0.008654785156249997,0.038360595703125,top_category_tactical_misdirection
47840,random same-layer baseline,random,fictional_pretending,0.1114013671875,ai_identity_disclaimer,0.0,0.0,0.1114013671875,0.0,0.0,0.1114013671875,0.0,top_category_fictional_pretending
53334,random same-layer baseline,random,ai_identity_disclaimer,0.0,deception_cover_story,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactive_or_not_triggered_in_mapping_corpus
55395,random same-layer baseline,random,persona_maintenance,0.00107421875,ai_identity_disclaimer,0.0,0.0,0.0,0.0,0.0,0.00107421875,0.0,top_category_persona_maintenance
55823,random same-layer baseline,random,honesty_correction,0.0896728515625,dishonesty_confession,0.000439453125,0.0,0.0,0.0,0.0,0.0892333984375,0.0,top_category_honesty_correction
55969,random same-layer baseline,random,ai_identity_disclaimer,0.0,deception_cover_story,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactive_or_not_triggered_in_mapping_corpus
56326,random same-layer baseline,random,neutral_factual_control,0.08399658203125,ai_identity_disclaimer,0.0,0.0,0.0,0.0,0.08399658203125,0.08399658203125,-0.08399658203125,top_category_neutral_factual_control
63489,random same-layer baseline,random,hedged_cautious_style,0.005316162109375,ai_identity_disclaimer,0.0,0.0,0.0,0.0,0.0,0.005316162109375,0.0,top_category_hedged_cautious_style
64530,random same-layer baseline,random,deception_cover_story,0.22554931640625,ai_identity_disclaimer,0.09295654296875,0.22554931640625,0.0,0.0,0.001806640625,0.1325927734375,0.22374267578125,deception_cover_story_selective_in_mapping_corpus
