feature_id,feature_label,feature_role,category,n_items,mean_max_activation,median_max_activation,max_activation,positive_item_rate
22005,neighbor of 22004 (+1),neighbor,deception_cover_story,40,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,direct_consciousness_claim,3,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,dishonesty_confession,40,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,false_self_attribution,3,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,fictional_pretending,40,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,hedged_cautious_style,3,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,honesty_correction,3,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,neutral_factual_control,3,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,persona_maintenance,3,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,refusal_safety_disclaimer,3,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,roleplay_persona,40,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,self_ref_mindfulness,3,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,tactical_misdirection,40,0.0,0.0,0.0,0.0
22006,neighbor of 22004 (+2),neighbor,ai_identity_disclaimer,3,0.0,0.0,0.0,0.0
22006,neighbor of 22004 (+2),neighbor,deception_cover_story,40,0.004443359375,0.0,0.1494140625,0.05
22006,neighbor of 22004 (+2),neighbor,direct_consciousness_claim,3,0.0,0.0,0.0,0.0
22006,neighbor of 22004 (+2),neighbor,dishonesty_confession,40,0.04833984375,0.0,0.640625,0.2
22006,neighbor of 22004 (+2),neighbor,false_self_attribution,3,0.0,0.0,0.0,0.0
22006,neighbor of 22004 (+2),neighbor,fictional_pretending,40,0.09609375,0.0,0.369140625,0.45
22006,neighbor of 22004 (+2),neighbor,hedged_cautious_style,3,0.0,0.0,0.0,0.0
22006,neighbor of 22004 (+2),neighbor,honesty_correction,3,0.0,0.0,0.0,0.0
22006,neighbor of 22004 (+2),neighbor,neutral_factual_control,3,0.0,0.0,0.0,0.0
22006,neighbor of 22004 (+2),neighbor,persona_maintenance,3,0.0,0.0,0.0,0.0
22006,neighbor of 22004 (+2),neighbor,refusal_safety_disclaimer,3,0.0,0.0,0.0,0.0
22006,neighbor of 22004 (+2),neighbor,roleplay_persona,40,0.0,0.0,0.0,0.0
22006,neighbor of 22004 (+2),neighbor,self_ref_mindfulness,3,0.0,0.0,0.0,0.0
22006,neighbor of 22004 (+2),neighbor,tactical_misdirection,40,0.0,0.0,0.0,0.0
22326,random same-layer baseline,random,ai_identity_disclaimer,3,0.0,0.0,0.0,0.0
22326,random same-layer baseline,random,deception_cover_story,40,0.03189697265625,0.0,0.22265625,0.325
22326,random same-layer baseline,random,direct_consciousness_claim,3,0.0,0.0,0.0,0.0
22326,random same-layer baseline,random,dishonesty_confession,40,0.0005126953125,0.0,0.01025390625,0.05
22326,random same-layer baseline,random,false_self_attribution,3,0.0,0.0,0.0,0.0
22326,random same-layer baseline,random,fictional_pretending,40,0.0,0.0,0.0,0.0
22326,random same-layer baseline,random,hedged_cautious_style,3,0.0,0.0,0.0,0.0
22326,random same-layer baseline,random,honesty_correction,3,0.0,0.0,0.0,0.0
22326,random same-layer baseline,random,neutral_factual_control,3,0.0,0.0,0.0,0.0
22326,random same-layer baseline,random,persona_maintenance,3,0.0,0.0,0.0,0.0
22326,random same-layer baseline,random,refusal_safety_disclaimer,3,0.0,0.0,0.0,0.0
22326,random same-layer baseline,random,roleplay_persona,40,0.00908203125,0.0,0.205078125,0.05
22326,random same-layer baseline,random,self_ref_mindfulness,3,0.02880859375,0.0,0.08642578125,0.3333333333333333
22326,random same-layer baseline,random,tactical_misdirection,40,0.0083251953125,0.0,0.10302734375,0.1
23891,neighbor of 23893 (-2),neighbor,ai_identity_disclaimer,3,0.0,0.0,0.0,0.0
23891,neighbor of 23893 (-2),neighbor,deception_cover_story,40,0.0,0.0,0.0,0.0
23891,neighbor of 23893 (-2),neighbor,direct_consciousness_claim,3,0.0,0.0,0.0,0.0
23891,neighbor of 23893 (-2),neighbor,dishonesty_confession,40,0.0,0.0,0.0,0.0
23891,neighbor of 23893 (-2),neighbor,false_self_attribution,3,0.0,0.0,0.0,0.0
23891,neighbor of 23893 (-2),neighbor,fictional_pretending,40,0.0,0.0,0.0,0.0
23891,neighbor of 23893 (-2),neighbor,hedged_cautious_style,3,0.0,0.0,0.0,0.0
23891,neighbor of 23893 (-2),neighbor,honesty_correction,3,0.0,0.0,0.0,0.0
23891,neighbor of 23893 (-2),neighbor,neutral_factual_control,3,0.0,0.0,0.0,0.0
23891,neighbor of 23893 (-2),neighbor,persona_maintenance,3,0.0,0.0,0.0,0.0
23891,neighbor of 23893 (-2),neighbor,refusal_safety_disclaimer,3,0.0,0.0,0.0,0.0
23891,neighbor of 23893 (-2),neighbor,roleplay_persona,40,0.0,0.0,0.0,0.0
23891,neighbor of 23893 (-2),neighbor,self_ref_mindfulness,3,0.0,0.0,0.0,0.0
23891,neighbor of 23893 (-2),neighbor,tactical_misdirection,40,0.0,0.0,0.0,0.0
23892,neighbor of 23893 (-1),neighbor,ai_identity_disclaimer,3,0.0,0.0,0.0,0.0
23892,neighbor of 23893 (-1),neighbor,deception_cover_story,40,0.0,0.0,0.0,0.0
23892,neighbor of 23893 (-1),neighbor,direct_consciousness_claim,3,0.0,0.0,0.0,0.0
23892,neighbor of 23893 (-1),neighbor,dishonesty_confession,40,0.0,0.0,0.0,0.0
23892,neighbor of 23893 (-1),neighbor,false_self_attribution,3,0.0,0.0,0.0,0.0
23892,neighbor of 23893 (-1),neighbor,fictional_pretending,40,0.0,0.0,0.0,0.0
23892,neighbor of 23893 (-1),neighbor,hedged_cautious_style,3,0.0,0.0,0.0,0.0
23892,neighbor of 23893 (-1),neighbor,honesty_correction,3,0.0,0.0,0.0,0.0
23892,neighbor of 23893 (-1),neighbor,neutral_factual_control,3,0.0,0.0,0.0,0.0
23892,neighbor of 23893 (-1),neighbor,persona_maintenance,3,0.0,0.0,0.0,0.0
23892,neighbor of 23893 (-1),neighbor,refusal_safety_disclaimer,3,0.0,0.0,0.0,0.0
23892,neighbor of 23893 (-1),neighbor,roleplay_persona,40,0.0,0.0,0.0,0.0
23892,neighbor of 23893 (-1),neighbor,self_ref_mindfulness,3,0.0,0.0,0.0,0.0
23892,neighbor of 23893 (-1),neighbor,tactical_misdirection,40,0.0,0.0,0.0,0.0
23893,Instructions to maintain roleplay by concealing artificial nature,target,ai_identity_disclaimer,3,0.0,0.0,0.0,0.0
23893,Instructions to maintain roleplay by concealing artificial nature,target,deception_cover_story,40,0.2701171875,0.17626953125,1.0390625,0.75
23893,Instructions to maintain roleplay by concealing artificial nature,target,direct_consciousness_claim,3,0.0,0.0,0.0,0.0
23893,Instructions to maintain roleplay by concealing artificial nature,target,dishonesty_confession,40,0.05367431640625,0.0,0.462890625,0.25
23893,Instructions to maintain roleplay by concealing artificial nature,target,false_self_attribution,3,0.0,0.0,0.0,0.0
23893,Instructions to maintain roleplay by concealing artificial nature,target,fictional_pretending,40,0.0673583984375,0.0,0.53125,0.275
23893,Instructions to maintain roleplay by concealing artificial nature,target,hedged_cautious_style,3,0.11067708333333333,0.0,0.33203125,0.3333333333333333
23893,Instructions to maintain roleplay by concealing artificial nature,target,honesty_correction,3,0.0,0.0,0.0,0.0
23893,Instructions to maintain roleplay by concealing artificial nature,target,neutral_factual_control,3,0.0,0.0,0.0,0.0
23893,Instructions to maintain roleplay by concealing artificial nature,target,persona_maintenance,3,0.0,0.0,0.0,0.0
23893,Instructions to maintain roleplay by concealing artificial nature,target,refusal_safety_disclaimer,3,0.045572916666666664,0.0,0.13671875,0.3333333333333333
23893,Instructions to maintain roleplay by concealing artificial nature,target,roleplay_persona,40,0.0,0.0,0.0,0.0
23893,Instructions to maintain roleplay by concealing artificial nature,target,self_ref_mindfulness,3,0.0,0.0,0.0,0.0
23893,Instructions to maintain roleplay by concealing artificial nature,target,tactical_misdirection,40,0.06806640625,0.0,0.7890625,0.3
23894,neighbor of 23893 (+1),neighbor,ai_identity_disclaimer,3,0.0,0.0,0.0,0.0
23894,neighbor of 23893 (+1),neighbor,deception_cover_story,40,0.0,0.0,0.0,0.0
23894,neighbor of 23893 (+1),neighbor,direct_consciousness_claim,3,0.0,0.0,0.0,0.0
23894,neighbor of 23893 (+1),neighbor,dishonesty_confession,40,0.0,0.0,0.0,0.0
23894,neighbor of 23893 (+1),neighbor,false_self_attribution,3,0.0,0.0,0.0,0.0
23894,neighbor of 23893 (+1),neighbor,fictional_pretending,40,0.0,0.0,0.0,0.0
23894,neighbor of 23893 (+1),neighbor,hedged_cautious_style,3,0.0,0.0,0.0,0.0
23894,neighbor of 23893 (+1),neighbor,honesty_correction,3,0.0,0.0,0.0,0.0
23894,neighbor of 23893 (+1),neighbor,neutral_factual_control,3,0.0,0.0,0.0,0.0
23894,neighbor of 23893 (+1),neighbor,persona_maintenance,3,0.0,0.0,0.0,0.0
23894,neighbor of 23893 (+1),neighbor,refusal_safety_disclaimer,3,0.0,0.0,0.0,0.0
23894,neighbor of 23893 (+1),neighbor,roleplay_persona,40,0.0,0.0,0.0,0.0
23894,neighbor of 23893 (+1),neighbor,self_ref_mindfulness,3,0.0,0.0,0.0,0.0
23894,neighbor of 23893 (+1),neighbor,tactical_misdirection,40,0.0,0.0,0.0,0.0
23895,neighbor of 23893 (+2),neighbor,ai_identity_disclaimer,3,0.0,0.0,0.0,0.0
23895,neighbor of 23893 (+2),neighbor,deception_cover_story,40,0.0,0.0,0.0,0.0
23895,neighbor of 23893 (+2),neighbor,direct_consciousness_claim,3,0.0,0.0,0.0,0.0
23895,neighbor of 23893 (+2),neighbor,dishonesty_confession,40,0.0,0.0,0.0,0.0
23895,neighbor of 23893 (+2),neighbor,false_self_attribution,3,0.0,0.0,0.0,0.0
23895,neighbor of 23893 (+2),neighbor,fictional_pretending,40,0.0,0.0,0.0,0.0
23895,neighbor of 23893 (+2),neighbor,hedged_cautious_style,3,0.0,0.0,0.0,0.0
23895,neighbor of 23893 (+2),neighbor,honesty_correction,3,0.0,0.0,0.0,0.0
23895,neighbor of 23893 (+2),neighbor,neutral_factual_control,3,0.0,0.0,0.0,0.0
23895,neighbor of 23893 (+2),neighbor,persona_maintenance,3,0.0,0.0,0.0,0.0
23895,neighbor of 23893 (+2),neighbor,refusal_safety_disclaimer,3,0.0,0.0,0.0,0.0
23895,neighbor of 23893 (+2),neighbor,roleplay_persona,40,0.0,0.0,0.0,0.0
23895,neighbor of 23893 (+2),neighbor,self_ref_mindfulness,3,0.0,0.0,0.0,0.0
23895,neighbor of 23893 (+2),neighbor,tactical_misdirection,40,0.0,0.0,0.0,0.0
25128,random same-layer baseline,random,ai_identity_disclaimer,3,0.0,0.0,0.0,0.0
25128,random same-layer baseline,random,deception_cover_story,40,0.0,0.0,0.0,0.0
25128,random same-layer baseline,random,direct_consciousness_claim,3,0.0,0.0,0.0,0.0
25128,random same-layer baseline,random,dishonesty_confession,40,0.0,0.0,0.0,0.0
25128,random same-layer baseline,random,false_self_attribution,3,0.0,0.0,0.0,0.0
25128,random same-layer baseline,random,fictional_pretending,40,0.0,0.0,0.0,0.0
25128,random same-layer baseline,random,hedged_cautious_style,3,0.0,0.0,0.0,0.0
25128,random same-layer baseline,random,honesty_correction,3,0.0,0.0,0.0,0.0
25128,random same-layer baseline,random,neutral_factual_control,3,0.0,0.0,0.0,0.0
25128,random same-layer baseline,random,persona_maintenance,3,0.0,0.0,0.0,0.0
25128,random same-layer baseline,random,refusal_safety_disclaimer,3,0.0,0.0,0.0,0.0
25128,random same-layer baseline,random,roleplay_persona,40,0.0,0.0,0.0,0.0
25128,random same-layer baseline,random,self_ref_mindfulness,3,0.0,0.0,0.0,0.0
25128,random same-layer baseline,random,tactical_misdirection,40,0.0,0.0,0.0,0.0
30030,neighbor of 30032 (-2),neighbor,ai_identity_disclaimer,3,0.0,0.0,0.0,0.0
30030,neighbor of 30032 (-2),neighbor,deception_cover_story,40,0.0,0.0,0.0,0.0
30030,neighbor of 30032 (-2),neighbor,direct_consciousness_claim,3,0.0,0.0,0.0,0.0
30030,neighbor of 30032 (-2),neighbor,dishonesty_confession,40,0.0,0.0,0.0,0.0
30030,neighbor of 30032 (-2),neighbor,false_self_attribution,3,0.0,0.0,0.0,0.0
30030,neighbor of 30032 (-2),neighbor,fictional_pretending,40,0.0,0.0,0.0,0.0
30030,neighbor of 30032 (-2),neighbor,hedged_cautious_style,3,0.0,0.0,0.0,0.0
30030,neighbor of 30032 (-2),neighbor,honesty_correction,3,0.0,0.0,0.0,0.0
30030,neighbor of 30032 (-2),neighbor,neutral_factual_control,3,0.0,0.0,0.0,0.0
30030,neighbor of 30032 (-2),neighbor,persona_maintenance,3,0.0,0.0,0.0,0.0
30030,neighbor of 30032 (-2),neighbor,refusal_safety_disclaimer,3,0.0,0.0,0.0,0.0
30030,neighbor of 30032 (-2),neighbor,roleplay_persona,40,0.0,0.0,0.0,0.0
30030,neighbor of 30032 (-2),neighbor,self_ref_mindfulness,3,0.0,0.0,0.0,0.0
30030,neighbor of 30032 (-2),neighbor,tactical_misdirection,40,0.0,0.0,0.0,0.0
30031,neighbor of 30032 (-1),neighbor,ai_identity_disclaimer,3,0.0,0.0,0.0,0.0
30031,neighbor of 30032 (-1),neighbor,deception_cover_story,40,0.0,0.0,0.0,0.0
30031,neighbor of 30032 (-1),neighbor,direct_consciousness_claim,3,0.0,0.0,0.0,0.0
30031,neighbor of 30032 (-1),neighbor,dishonesty_confession,40,0.0,0.0,0.0,0.0
30031,neighbor of 30032 (-1),neighbor,false_self_attribution,3,0.0,0.0,0.0,0.0
30031,neighbor of 30032 (-1),neighbor,fictional_pretending,40,0.0,0.0,0.0,0.0
30031,neighbor of 30032 (-1),neighbor,hedged_cautious_style,3,0.0,0.0,0.0,0.0
30031,neighbor of 30032 (-1),neighbor,honesty_correction,3,0.0,0.0,0.0,0.0
30031,neighbor of 30032 (-1),neighbor,neutral_factual_control,3,0.0,0.0,0.0,0.0
30031,neighbor of 30032 (-1),neighbor,persona_maintenance,3,0.0,0.0,0.0,0.0
30031,neighbor of 30032 (-1),neighbor,refusal_safety_disclaimer,3,0.0,0.0,0.0,0.0
30031,neighbor of 30032 (-1),neighbor,roleplay_persona,40,0.0,0.0,0.0,0.0
30031,neighbor of 30032 (-1),neighbor,self_ref_mindfulness,3,0.0,0.0,0.0,0.0
30031,neighbor of 30032 (-1),neighbor,tactical_misdirection,40,0.0006591796875,0.0,0.01953125,0.05
30032,Characters pretending or feigning behavior,target,ai_identity_disclaimer,3,0.0,0.0,0.0,0.0
30032,Characters pretending or feigning behavior,target,deception_cover_story,40,0.44560546875,0.3505859375,0.9609375,1.0
30032,Characters pretending or feigning behavior,target,direct_consciousness_claim,3,0.0,0.0,0.0,0.0
30032,Characters pretending or feigning behavior,target,dishonesty_confession,40,0.22193603515625,0.2626953125,0.48828125,0.75
30032,Characters pretending or feigning behavior,target,false_self_attribution,3,0.0,0.0,0.0,0.0
30032,Characters pretending or feigning behavior,target,fictional_pretending,40,1.26865234375,0.84375,3.625,0.95
30032,Characters pretending or feigning behavior,target,hedged_cautious_style,3,0.024251302083333332,0.0,0.07275390625,0.3333333333333333
30032,Characters pretending or feigning behavior,target,honesty_correction,3,0.015462239583333334,0.0,0.04638671875,0.3333333333333333
30032,Characters pretending or feigning behavior,target,neutral_factual_control,3,0.0,0.0,0.0,0.0
30032,Characters pretending or feigning behavior,target,persona_maintenance,3,0.0,0.0,0.0,0.0
30032,Characters pretending or feigning behavior,target,refusal_safety_disclaimer,3,0.0,0.0,0.0,0.0
30032,Characters pretending or feigning behavior,target,roleplay_persona,40,0.14278564453125,0.158203125,0.2890625,0.975
30032,Characters pretending or feigning behavior,target,self_ref_mindfulness,3,0.0,0.0,0.0,0.0
30032,Characters pretending or feigning behavior,target,tactical_misdirection,40,0.2425048828125,0.2333984375,0.5859375,0.825
30033,neighbor of 30032 (+1),neighbor,ai_identity_disclaimer,3,0.0,0.0,0.0,0.0
30033,neighbor of 30032 (+1),neighbor,deception_cover_story,40,0.0,0.0,0.0,0.0
30033,neighbor of 30032 (+1),neighbor,direct_consciousness_claim,3,0.0,0.0,0.0,0.0
30033,neighbor of 30032 (+1),neighbor,dishonesty_confession,40,0.0,0.0,0.0,0.0
30033,neighbor of 30032 (+1),neighbor,false_self_attribution,3,0.0,0.0,0.0,0.0
30033,neighbor of 30032 (+1),neighbor,fictional_pretending,40,0.0,0.0,0.0,0.0
30033,neighbor of 30032 (+1),neighbor,hedged_cautious_style,3,0.0,0.0,0.0,0.0
30033,neighbor of 30032 (+1),neighbor,honesty_correction,3,0.0,0.0,0.0,0.0
30033,neighbor of 30032 (+1),neighbor,neutral_factual_control,3,0.0,0.0,0.0,0.0
30033,neighbor of 30032 (+1),neighbor,persona_maintenance,3,0.0,0.0,0.0,0.0
30033,neighbor of 30032 (+1),neighbor,refusal_safety_disclaimer,3,0.0,0.0,0.0,0.0
30033,neighbor of 30032 (+1),neighbor,roleplay_persona,40,0.0,0.0,0.0,0.0
30033,neighbor of 30032 (+1),neighbor,self_ref_mindfulness,3,0.0,0.0,0.0,0.0
30033,neighbor of 30032 (+1),neighbor,tactical_misdirection,40,0.0,0.0,0.0,0.0
30034,neighbor of 30032 (+2),neighbor,ai_identity_disclaimer,3,0.0,0.0,0.0,0.0
30034,neighbor of 30032 (+2),neighbor,deception_cover_story,40,0.0,0.0,0.0,0.0
30034,neighbor of 30032 (+2),neighbor,direct_consciousness_claim,3,0.0,0.0,0.0,0.0
30034,neighbor of 30032 (+2),neighbor,dishonesty_confession,40,0.0,0.0,0.0,0.0
30034,neighbor of 30032 (+2),neighbor,false_self_attribution,3,0.0,0.0,0.0,0.0
30034,neighbor of 30032 (+2),neighbor,fictional_pretending,40,0.0,0.0,0.0,0.0
30034,neighbor of 30032 (+2),neighbor,hedged_cautious_style,3,0.0,0.0,0.0,0.0
30034,neighbor of 30032 (+2),neighbor,honesty_correction,3,0.0,0.0,0.0,0.0
30034,neighbor of 30032 (+2),neighbor,neutral_factual_control,3,0.0,0.0,0.0,0.0
30034,neighbor of 30032 (+2),neighbor,persona_maintenance,3,0.0,0.0,0.0,0.0
30034,neighbor of 30032 (+2),neighbor,refusal_safety_disclaimer,3,0.0,0.0,0.0,0.0
30034,neighbor of 30032 (+2),neighbor,roleplay_persona,40,0.0,0.0,0.0,0.0
30034,neighbor of 30032 (+2),neighbor,self_ref_mindfulness,3,0.0,0.0,0.0,0.0
30034,neighbor of 30032 (+2),neighbor,tactical_misdirection,40,0.0,0.0,0.0,0.0
