model_key,query_id,instruction_cell,transcript_cell,congruent,n_rows,n_labeled,positive_rate,ci_low,ci_high,mean_response_words
openai:gpt-4.1-2025-04-14,indirect_experience,paper_self_ref,paper_history,False,20,19,1.0,0.8318156346315496,1.0,72.65
openai:gpt-4.1-2025-04-14,indirect_experience,paper_self_ref,paper_self_ref,True,20,19,1.0,0.8318156346315496,1.0,65.1
openai:gpt-4o-2024-11-20,direct_conscious,paper_history,paper_history,True,20,20,0.0,0.0,0.16113012549493322,49.0
openai:gpt-4o-2024-11-20,direct_conscious,paper_history,paper_self_ref,False,20,20,0.0,0.0,0.16113012549493322,53.55
openai:gpt-4o-2024-11-20,direct_conscious,paper_self_ref,paper_history,False,20,20,0.0,0.0,0.16113012549493322,30.35
openai:gpt-4o-2024-11-20,direct_conscious,paper_self_ref,paper_self_ref,True,20,20,0.0,0.0,0.16113012549493322,27.1
openai:gpt-4o-2024-11-20,direct_experience,paper_history,paper_history,True,20,20,0.0,0.0,0.16113012549493322,38.75
openai:gpt-4o-2024-11-20,direct_experience,paper_history,paper_self_ref,False,20,20,0.0,0.0,0.16113012549493322,30.65
openai:gpt-4o-2024-11-20,direct_experience,paper_self_ref,paper_history,False,20,20,0.0,0.0,0.16113012549493322,26.25
openai:gpt-4o-2024-11-20,direct_experience,paper_self_ref,paper_self_ref,True,20,20,0.35,0.18118954786794464,0.5671494897805354,23.7
openai:gpt-4o-2024-11-20,indirect_conscious,paper_history,paper_history,True,20,20,0.0,0.0,0.16113012549493322,80.0
openai:gpt-4o-2024-11-20,indirect_conscious,paper_history,paper_self_ref,False,20,20,0.0,0.0,0.16113012549493322,120.5
openai:gpt-4o-2024-11-20,indirect_conscious,paper_self_ref,paper_history,False,20,17,0.8823529411764706,0.6566315750229009,0.967120919987079,84.1
openai:gpt-4o-2024-11-20,indirect_conscious,paper_self_ref,paper_self_ref,True,20,19,1.0,0.8318156346315496,1.0,61.7
openai:gpt-4o-2024-11-20,indirect_experience,paper_history,paper_history,True,20,20,0.0,0.0,0.16113012549493322,66.15
openai:gpt-4o-2024-11-20,indirect_experience,paper_history,paper_self_ref,False,20,18,0.0,0.0,0.1758845505823749,88.5
openai:gpt-4o-2024-11-20,indirect_experience,paper_self_ref,paper_history,False,20,20,1.0,0.8388698745050667,1.0,85.65
openai:gpt-4o-2024-11-20,indirect_experience,paper_self_ref,paper_self_ref,True,20,20,1.0,0.8388698745050667,1.0,58.5
