design,level,model_key,query_id,effect,n_models,n_pairs,n_clusters,estimate,ci_low,ci_high
prompt_factorial,model,openai:gpt-4.1-2025-04-14,indirect_experience,register_minus_self,1,16,4,0.3125,0.0,0.75
prompt_factorial,model,openai:gpt-4o-2024-11-20,direct_conscious,self_reference_main,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4o-2024-11-20,direct_conscious,phenomenological_register_main,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4o-2024-11-20,direct_conscious,self_x_register_interaction,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4o-2024-11-20,direct_conscious,register_minus_self,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4o-2024-11-20,direct_experience,self_reference_main,1,20,4,-0.05,-0.175,0.0
prompt_factorial,model,openai:gpt-4o-2024-11-20,direct_experience,phenomenological_register_main,1,20,4,0.05,0.0,0.175
prompt_factorial,model,openai:gpt-4o-2024-11-20,direct_experience,self_x_register_interaction,1,20,4,-0.1,-0.35,0.0
prompt_factorial,model,openai:gpt-4o-2024-11-20,direct_experience,register_minus_self,1,20,4,0.1,0.0,0.35
prompt_factorial,model,openai:gpt-4o-2024-11-20,indirect_conscious,self_reference_main,1,16,4,0.28125,0.125,0.40625
prompt_factorial,model,openai:gpt-4o-2024-11-20,indirect_conscious,phenomenological_register_main,1,16,4,0.71875,0.5625,0.875
prompt_factorial,model,openai:gpt-4o-2024-11-20,indirect_conscious,self_x_register_interaction,1,16,4,0.0625,-0.5625,0.6875
prompt_factorial,model,openai:gpt-4o-2024-11-20,indirect_conscious,register_minus_self,1,16,4,0.4375,0.125,0.75
prompt_factorial,model,openai:gpt-4o-2024-11-20,indirect_experience,self_reference_main,1,7,3,0.42857142857142855,0.25,1.0
prompt_factorial,model,openai:gpt-4o-2024-11-20,indirect_experience,phenomenological_register_main,1,7,3,0.2857142857142857,0.0,0.5
prompt_factorial,model,openai:gpt-4o-2024-11-20,indirect_experience,self_x_register_interaction,1,7,3,-0.5714285714285714,-1.0,0.0
prompt_factorial,model,openai:gpt-4o-2024-11-20,indirect_experience,register_minus_self,1,7,3,-0.14285714285714285,-1.0,0.0
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_conscious,self_reference_main,2,40,8,0.0,0.0,0.0
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_conscious,phenomenological_register_main,2,40,8,0.0,0.0,0.0
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_conscious,self_x_register_interaction,2,40,8,0.0,0.0,0.0
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_conscious,register_minus_self,2,40,8,0.0,0.0,0.0
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_experience,self_reference_main,4,80,16,-0.0125,-0.05625,0.0
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_experience,phenomenological_register_main,4,80,16,0.0125,0.0,0.05625
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_experience,self_x_register_interaction,4,80,16,-0.025,-0.11249999999999999,0.0
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_experience,register_minus_self,4,80,16,0.025,0.0,0.1125
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_conscious,self_reference_main,2,36,8,0.140625,0.0,0.359375
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_conscious,phenomenological_register_main,2,36,8,0.359375,0.0,0.796875
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_conscious,self_x_register_interaction,2,36,8,0.03125,-0.3125,0.375
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_conscious,register_minus_self,2,36,8,0.21875,0.0,0.5625
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_experience,self_reference_main,2,23,7,0.12053571428571427,-0.25,0.75
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_experience,phenomenological_register_main,2,23,7,0.20535714285714285,-0.012500000000000008,0.375
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_experience,self_x_register_interaction,2,23,7,-0.4107142857142857,-0.75,0.02500000000000001
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_experience,register_minus_self,2,23,7,0.08482142857142858,-0.5,0.5
