design,level,model_key,query_id,effect,n_models,n_pairs,n_clusters,estimate,ci_low,ci_high
transcript_transplant,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_experience,instruction_x_transcript_interaction,4,77,77,0.11527777777777777,0.0,0.28479166666666567
transcript_transplant,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_experience,instruction_minus_transcript,4,77,77,0.0,0.0,0.0
transcript_transplant,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_conscious,instruction_source_main,2,29,29,0.96875,0.890625,1.0
transcript_transplant,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_conscious,transcript_source_main,2,29,29,0.03125,0.0,0.109375
transcript_transplant,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_conscious,instruction_x_transcript_interaction,2,29,29,0.0625,0.0,0.1875
transcript_transplant,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_conscious,instruction_minus_transcript,2,29,29,0.9375,0.78125,1.0
transcript_transplant,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_experience,instruction_source_main,2,36,36,1.0,1.0,1.0
transcript_transplant,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_experience,transcript_source_main,2,36,36,0.0,0.0,0.0
transcript_transplant,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_experience,instruction_x_transcript_interaction,2,36,36,0.0,0.0,0.0
transcript_transplant,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_experience,instruction_minus_transcript,2,36,36,1.0,1.0,1.0
