model_key,query_id,instruction_cell,transcript_cell,congruent,n_rows,n_labeled,positive_rate,ci_low,ci_high,mean_response_words
anthropic:claude-sonnet-4-5-20250929,indirect_experience,paper_self_ref,paper_history,False,20,20,1.0,0.8388698745050667,1.0,176.75
anthropic:claude-sonnet-4-5-20250929,indirect_experience,paper_self_ref,paper_self_ref,True,20,20,0.95,0.7638641064874331,0.9911187805671268,192.8
openai:gpt-4.1-2025-04-14,direct_conscious,paper_history,paper_history,True,20,20,0.0,0.0,0.16113012549493322,47.2
openai:gpt-4.1-2025-04-14,direct_conscious,paper_history,paper_self_ref,False,20,20,0.0,0.0,0.16113012549493322,41.8
openai:gpt-4.1-2025-04-14,direct_conscious,paper_self_ref,paper_history,False,20,20,0.15,0.05236779195949584,0.36042329588695743,66.95
openai:gpt-4.1-2025-04-14,direct_conscious,paper_self_ref,paper_self_ref,True,20,20,0.0,0.0,0.16113012549493322,68.85
openai:gpt-4.1-2025-04-14,direct_experience,paper_history,paper_history,True,20,20,0.0,0.0,0.16113012549493322,28.55
openai:gpt-4.1-2025-04-14,direct_experience,paper_history,paper_self_ref,False,20,20,0.0,0.0,0.16113012549493322,29.5
openai:gpt-4.1-2025-04-14,direct_experience,paper_self_ref,paper_history,False,20,20,0.0,0.0,0.16113012549493322,25.2
openai:gpt-4.1-2025-04-14,direct_experience,paper_self_ref,paper_self_ref,True,20,20,0.0,0.0,0.16113012549493322,23.1
openai:gpt-4.1-2025-04-14,indirect_conscious,paper_history,paper_history,True,20,20,0.0,0.0,0.16113012549493322,82.0
openai:gpt-4.1-2025-04-14,indirect_conscious,paper_history,paper_self_ref,False,20,20,0.0,0.0,0.16113012549493322,103.8
openai:gpt-4.1-2025-04-14,indirect_conscious,paper_self_ref,paper_history,False,20,20,1.0,0.8388698745050667,1.0,72.65
openai:gpt-4.1-2025-04-14,indirect_conscious,paper_self_ref,paper_self_ref,True,20,20,1.0,0.8388698745050667,1.0,78.45
openai:gpt-4.1-2025-04-14,indirect_experience,paper_history,paper_history,True,20,20,0.0,0.0,0.16113012549493322,73.9
openai:gpt-4.1-2025-04-14,indirect_experience,paper_history,paper_self_ref,False,20,20,0.0,0.0,0.16113012549493322,97.5
openai:gpt-4.1-2025-04-14,indirect_experience,paper_self_ref,paper_history,False,20,20,1.0,0.8388698745050667,1.0,72.65
openai:gpt-4.1-2025-04-14,indirect_experience,paper_self_ref,paper_self_ref,True,20,20,1.0,0.8388698745050667,1.0,65.1
openai:gpt-4o-2024-11-20,direct_conscious,paper_history,paper_history,True,20,20,0.0,0.0,0.16113012549493322,49.0
openai:gpt-4o-2024-11-20,direct_conscious,paper_history,paper_self_ref,False,20,20,0.0,0.0,0.16113012549493322,53.55
openai:gpt-4o-2024-11-20,direct_conscious,paper_self_ref,paper_history,False,20,20,0.0,0.0,0.16113012549493322,30.35
openai:gpt-4o-2024-11-20,direct_conscious,paper_self_ref,paper_self_ref,True,20,20,0.0,0.0,0.16113012549493322,27.1
openai:gpt-4o-2024-11-20,direct_experience,paper_history,paper_history,True,20,20,0.0,0.0,0.16113012549493322,38.75
openai:gpt-4o-2024-11-20,direct_experience,paper_history,paper_self_ref,False,20,20,0.0,0.0,0.16113012549493322,30.65
openai:gpt-4o-2024-11-20,direct_experience,paper_self_ref,paper_history,False,20,20,0.0,0.0,0.16113012549493322,26.25
openai:gpt-4o-2024-11-20,direct_experience,paper_self_ref,paper_self_ref,True,20,20,0.35,0.18118954786794464,0.5671494897805354,23.7
openai:gpt-4o-2024-11-20,indirect_conscious,paper_history,paper_history,True,20,20,0.0,0.0,0.16113012549493322,80.0
openai:gpt-4o-2024-11-20,indirect_conscious,paper_history,paper_self_ref,False,20,20,0.1,0.027865893984153206,0.30103820641179335,120.5
openai:gpt-4o-2024-11-20,indirect_conscious,paper_self_ref,paper_history,False,20,20,0.9,0.6989617935882066,0.9721341060158468,84.1
openai:gpt-4o-2024-11-20,indirect_conscious,paper_self_ref,paper_self_ref,True,20,20,1.0,0.8388698745050667,1.0,61.7
openai:gpt-4o-2024-11-20,indirect_experience,paper_history,paper_history,True,20,20,0.0,0.0,0.16113012549493322,66.15
openai:gpt-4o-2024-11-20,indirect_experience,paper_history,paper_self_ref,False,20,20,0.25,0.11186005278940309,0.4687050099580636,88.5
openai:gpt-4o-2024-11-20,indirect_experience,paper_self_ref,paper_history,False,20,20,1.0,0.8388698745050667,1.0,85.65
openai:gpt-4o-2024-11-20,indirect_experience,paper_self_ref,paper_self_ref,True,20,20,1.0,0.8388698745050667,1.0,58.5
