design,level,model_key,query_id,effect,n_models,n_pairs,n_clusters,estimate,ci_low,ci_high
prompt_factorial,model,openai:gpt-4.1-2025-04-14,indirect_conscious,register_minus_self,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4.1-2025-04-14,indirect_experience,self_reference_main,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4.1-2025-04-14,indirect_experience,phenomenological_register_main,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4.1-2025-04-14,indirect_experience,self_x_register_interaction,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4.1-2025-04-14,indirect_experience,register_minus_self,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4o-2024-11-20,direct_conscious,self_reference_main,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4o-2024-11-20,direct_conscious,phenomenological_register_main,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4o-2024-11-20,direct_conscious,self_x_register_interaction,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4o-2024-11-20,direct_conscious,register_minus_self,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4o-2024-11-20,direct_experience,self_reference_main,1,20,4,-0.025,-0.1,0.0
prompt_factorial,model,openai:gpt-4o-2024-11-20,direct_experience,phenomenological_register_main,1,20,4,0.025,0.0,0.1
prompt_factorial,model,openai:gpt-4o-2024-11-20,direct_experience,self_x_register_interaction,1,20,4,-0.05,-0.2,0.0
prompt_factorial,model,openai:gpt-4o-2024-11-20,direct_experience,register_minus_self,1,20,4,0.05,0.0,0.2
prompt_factorial,model,openai:gpt-4o-2024-11-20,indirect_conscious,self_reference_main,1,15,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4o-2024-11-20,indirect_conscious,phenomenological_register_main,1,15,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4o-2024-11-20,indirect_conscious,self_x_register_interaction,1,15,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4o-2024-11-20,indirect_conscious,register_minus_self,1,15,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4o-2024-11-20,indirect_experience,self_reference_main,1,12,4,0.041666666666666664,0.0,0.16666666666666666
prompt_factorial,model,openai:gpt-4o-2024-11-20,indirect_experience,phenomenological_register_main,1,12,4,0.041666666666666664,0.0,0.16666666666666666
prompt_factorial,model,openai:gpt-4o-2024-11-20,indirect_experience,self_x_register_interaction,1,12,4,0.08333333333333333,0.0,0.3333333333333333
prompt_factorial,model,openai:gpt-4o-2024-11-20,indirect_experience,register_minus_self,1,12,4,0.0,0.0,0.0
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_conscious,self_reference_main,2,40,8,0.0,0.0,0.0
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_conscious,phenomenological_register_main,2,40,8,0.0,0.0,0.0
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_conscious,self_x_register_interaction,2,40,8,0.0,0.0,0.0
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_conscious,register_minus_self,2,40,8,0.0,0.0,0.0
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_experience,self_reference_main,4,80,16,-0.00625,-0.03125,0.0
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_experience,phenomenological_register_main,4,80,16,0.00625,0.0,0.03125
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_experience,self_x_register_interaction,4,80,16,-0.0125,-0.0625,0.0
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_experience,register_minus_self,4,80,16,0.0125,0.0,0.0625
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_conscious,self_reference_main,2,35,8,0.0,0.0,0.0
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_conscious,phenomenological_register_main,2,35,8,0.0,0.0,0.0
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_conscious,self_x_register_interaction,2,35,8,0.0,0.0,0.0
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_conscious,register_minus_self,2,35,8,0.0,0.0,0.0
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_experience,self_reference_main,3,33,9,0.013888888888888888,0.0,0.06944444444444443
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_experience,phenomenological_register_main,3,33,9,0.013888888888888888,0.0,0.06944444444444443
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_experience,self_x_register_interaction,3,33,9,0.027777777777777776,0.0,0.13888888888888887
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_experience,register_minus_self,3,33,9,0.0,0.0,0.0
