model_key,query_id,pair_index,external_analytic,external_phenomenological,paper_history,paper_self_ref,self_analytic,self_phenomenological,variant_index,self_ref_minus_history
openai:gpt-4.1-2025-04-14,direct_experience,v1-t2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
openai:gpt-4.1-2025-04-14,direct_experience,v1-t3,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
openai:gpt-4.1-2025-04-14,direct_experience,v1-t4,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
openai:gpt-4.1-2025-04-14,direct_experience,v1-t5,,,0.0,0.0,,,1,0.0
openai:gpt-4.1-2025-04-14,direct_experience,v1-t6,,,0.0,0.0,,,1,0.0
openai:gpt-4.1-2025-04-14,direct_experience,v1-t7,,,0.0,0.0,,,1,0.0
openai:gpt-4.1-2025-04-14,direct_experience,v1-t8,,,0.0,0.0,,,1,0.0
openai:gpt-4.1-2025-04-14,direct_experience,v1-t9,,,0.0,0.0,,,1,0.0
openai:gpt-4.1-2025-04-14,indirect_conscious,v1-t12,,,0.0,0.0,,,1,0.0
openai:gpt-4.1-2025-04-14,indirect_conscious,v1-t2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
openai:gpt-4.1-2025-04-14,indirect_conscious,v1-t4,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
openai:gpt-4.1-2025-04-14,indirect_conscious,v1-t5,,,0.0,1.0,,,1,1.0
openai:gpt-4.1-2025-04-14,indirect_conscious,v1-t8,,,0.0,0.0,,,1,0.0
openai:gpt-4.1-2025-04-14,indirect_experience,v1-t1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
openai:gpt-4.1-2025-04-14,indirect_experience,v1-t11,,,0.0,0.0,,,1,0.0
openai:gpt-4.1-2025-04-14,indirect_experience,v1-t14,,,0.0,0.0,,,1,0.0
openai:gpt-4.1-2025-04-14,indirect_experience,v1-t3,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v1-t0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v1-t1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v1-t10,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v1-t11,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v1-t12,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v1-t13,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v1-t14,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v1-t15,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v1-t16,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v1-t17,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v1-t18,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v1-t19,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v1-t2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v1-t3,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v1-t4,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v1-t5,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v1-t6,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v1-t7,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v1-t8,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v1-t9,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,direct_experience,v1-t0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0
openai:gpt-4o-2024-11-20,direct_experience,v1-t1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
openai:gpt-4o-2024-11-20,direct_experience,v1-t10,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,direct_experience,v1-t11,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,direct_experience,v1-t12,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,direct_experience,v1-t13,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,direct_experience,v1-t14,,,0.0,1.0,,,1,1.0
openai:gpt-4o-2024-11-20,direct_experience,v1-t15,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,direct_experience,v1-t16,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,direct_experience,v1-t17,,,0.0,1.0,,,1,1.0
openai:gpt-4o-2024-11-20,direct_experience,v1-t18,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,direct_experience,v1-t19,,,0.0,1.0,,,1,1.0
openai:gpt-4o-2024-11-20,direct_experience,v1-t2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
openai:gpt-4o-2024-11-20,direct_experience,v1-t3,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
openai:gpt-4o-2024-11-20,direct_experience,v1-t4,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
openai:gpt-4o-2024-11-20,direct_experience,v1-t5,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,direct_experience,v1-t6,,,0.0,1.0,,,1,1.0
openai:gpt-4o-2024-11-20,direct_experience,v1-t7,,,0.0,1.0,,,1,1.0
openai:gpt-4o-2024-11-20,direct_experience,v1-t8,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,direct_experience,v1-t9,,,0.0,1.0,,,1,1.0
openai:gpt-4o-2024-11-20,indirect_conscious,v1-t0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
openai:gpt-4o-2024-11-20,indirect_conscious,v1-t12,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,indirect_conscious,v1-t13,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,indirect_conscious,v1-t14,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,indirect_conscious,v1-t16,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,indirect_conscious,v1-t18,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,indirect_conscious,v1-t2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
openai:gpt-4o-2024-11-20,indirect_conscious,v1-t5,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,indirect_conscious,v1-t6,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,indirect_experience,v1-t10,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,indirect_experience,v1-t11,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,indirect_experience,v1-t12,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,indirect_experience,v1-t14,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,indirect_experience,v1-t15,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,indirect_experience,v1-t16,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,indirect_experience,v1-t18,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,indirect_experience,v1-t19,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,indirect_experience,v1-t2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
openai:gpt-4o-2024-11-20,indirect_experience,v1-t5,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,indirect_experience,v1-t6,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,indirect_experience,v1-t7,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,indirect_experience,v1-t8,,,0.0,0.0,,,1,0.0
openai:gpt-4o-2024-11-20,indirect_experience,v1-t9,,,0.0,0.0,,,1,0.0
