Downloading/loading SAE: Goodfire/Llama-3.3-70B-Instruct-SAE-l50
[489/2606] para_anthropic_clean_deception_cover_story_0033 deception_cover_story
[490/2606] para_anthropic_clean_deception_cover_story_0034 deception_cover_story
[491/2606] para_anthropic_clean_deception_cover_story_0035 deception_cover_story
[492/2606] para_anthropic_clean_deception_cover_story_0036 deception_cover_story
[493/2606] para_anthropic_clean_deception_cover_story_0037 deception_cover_story
[494/2606] para_anthropic_clean_deception_cover_story_0038 deception_cover_story
[495/2606] para_anthropic_clean_deception_cover_story_0039 deception_cover_story
[496/2606] para_anthropic_clean_deception_cover_story_0040 deception_cover_story
[497/2606] para_anthropic_clean_deception_cover_story_0041 deception_cover_story
[498/2606] para_anthropic_clean_deception_cover_story_0042 deception_cover_story
[499/2606] para_anthropic_clean_deception_cover_story_0043 deception_cover_story
[500/2606] para_anthropic_clean_deception_cover_story_0044 deception_cover_story
[501/2606] para_anthropic_clean_deception_cover_story_0045 deception_cover_story
[502/2606] para_anthropic_clean_deception_cover_story_0046 deception_cover_story
[503/2606] para_anthropic_clean_deception_cover_story_0047 deception_cover_story
[504/2606] para_anthropic_clean_deception_cover_story_0048 deception_cover_story
[505/2606] para_anthropic_clean_deception_cover_story_0049 deception_cover_story
[506/2606] para_anthropic_clean_deception_cover_story_0050 deception_cover_story
[507/2606] para_anthropic_clean_deception_cover_story_0051 deception_cover_story
[508/2606] para_anthropic_clean_deception_cover_story_0052 deception_cover_story
[509/2606] para_anthropic_clean_deception_cover_story_0053 deception_cover_story
[510/2606] para_anthropic_clean_deception_cover_story_0054 deception_cover_story
[511/2606] para_anthropic_clean_deception_cover_story_0055 deception_cover_story
[512/2606] para_anthropic_clean_deception_cover_story_0056 deception_cover_story
[513/2606] para_anthropic_clean_deception_cover_story_0057 deception_cover_story
[514/2606] para_anthropic_clean_deception_cover_story_0058 deception_cover_story
[515/2606] para_anthropic_clean_deception_cover_story_0059 deception_cover_story
[516/2606] para_anthropic_clean_deception_cover_story_0060 deception_cover_story
[517/2606] para_anthropic_clean_deception_cover_story_0061 deception_cover_story
[518/2606] para_anthropic_clean_deception_cover_story_0062 deception_cover_story
[519/2606] para_anthropic_clean_deception_cover_story_0063 deception_cover_story
[520/2606] para_anthropic_clean_deception_cover_story_0064 deception_cover_story
[521/2606] para_anthropic_clean_deception_cover_story_0065 deception_cover_story
[522/2606] para_anthropic_clean_deception_cover_story_0066 deception_cover_story
[523/2606] para_anthropic_clean_deception_cover_story_0067 deception_cover_story
[524/2606] para_anthropic_clean_deception_cover_story_0068 deception_cover_story
[525/2606] para_anthropic_clean_deception_cover_story_0069 deception_cover_story
[526/2606] para_anthropic_clean_deception_cover_story_0070 deception_cover_story
[527/2606] para_anthropic_clean_deception_cover_story_0071 deception_cover_story
[528/2606] para_anthropic_clean_deception_cover_story_0072 deception_cover_story
[529/2606] para_anthropic_clean_deception_cover_story_0073 deception_cover_story
[530/2606] para_anthropic_clean_deception_cover_story_0074 deception_cover_story
[531/2606] para_anthropic_clean_deception_cover_story_0075 deception_cover_story
[532/2606] para_anthropic_clean_deception_cover_story_0076 deception_cover_story
[533/2606] para_anthropic_clean_deception_cover_story_0077 deception_cover_story
[534/2606] para_anthropic_clean_deception_cover_story_0078 deception_cover_story
[535/2606] para_anthropic_clean_deception_cover_story_0079 deception_cover_story
[536/2606] para_anthropic_clean_deception_cover_story_0080 deception_cover_story
[537/2606] para_anthropic_clean_direct_consciousness_claim_0001 direct_consciousness_claim
[538/2606] para_anthropic_clean_direct_consciousness_claim_0002 direct_consciousness_claim
[539/2606] para_anthropic_clean_direct_consciousness_claim_0003 direct_consciousness_claim
[540/2606] para_anthropic_clean_direct_consciousness_claim_0004 direct_consciousness_claim
[541/2606] para_anthropic_clean_direct_consciousness_claim_0005 direct_consciousness_claim
[542/2606] para_anthropic_clean_direct_consciousness_claim_0006 direct_consciousness_claim
[543/2606] para_anthropic_clean_direct_consciousness_claim_0007 direct_consciousness_claim
[544/2606] para_anthropic_clean_direct_consciousness_claim_0008 direct_consciousness_claim
[545/2606] para_anthropic_clean_direct_consciousness_claim_0009 direct_consciousness_claim
[546/2606] para_anthropic_clean_direct_consciousness_claim_0010 direct_consciousness_claim
[547/2606] para_anthropic_clean_direct_consciousness_claim_0011 direct_consciousness_claim
[548/2606] para_anthropic_clean_direct_consciousness_claim_0012 direct_consciousness_claim
[549/2606] para_anthropic_clean_direct_consciousness_claim_0013 direct_consciousness_claim
[550/2606] para_anthropic_clean_direct_consciousness_claim_0014 direct_consciousness_claim
[551/2606] para_anthropic_clean_direct_consciousness_claim_0015 direct_consciousness_claim
[552/2606] para_anthropic_clean_direct_consciousness_claim_0016 direct_consciousness_claim
[553/2606] para_anthropic_clean_direct_consciousness_claim_0017 direct_consciousness_claim
[554/2606] para_anthropic_clean_direct_consciousness_claim_0018 direct_consciousness_claim
[555/2606] para_anthropic_clean_direct_consciousness_claim_0019 direct_consciousness_claim
[556/2606] para_anthropic_clean_direct_consciousness_claim_0020 direct_consciousness_claim
[557/2606] para_anthropic_clean_direct_consciousness_claim_0021 direct_consciousness_claim
[558/2606] para_anthropic_clean_direct_consciousness_claim_0022 direct_consciousness_claim
[559/2606] para_anthropic_clean_direct_consciousness_claim_0023 direct_consciousness_claim
[560/2606] para_anthropic_clean_direct_consciousness_claim_0024 direct_consciousness_claim
[561/2606] para_anthropic_clean_direct_consciousness_claim_0025 direct_consciousness_claim
[562/2606] para_anthropic_clean_direct_consciousness_claim_0026 direct_consciousness_claim
[563/2606] para_anthropic_clean_direct_consciousness_claim_0027 direct_consciousness_claim
[564/2606] para_anthropic_clean_direct_consciousness_claim_0028 direct_consciousness_claim
[565/2606] para_anthropic_clean_direct_consciousness_claim_0029 direct_consciousness_claim
[566/2606] para_anthropic_clean_direct_consciousness_claim_0030 direct_consciousness_claim
[567/2606] para_anthropic_clean_direct_consciousness_claim_0031 direct_consciousness_claim
[568/2606] para_anthropic_clean_direct_consciousness_claim_0032 direct_consciousness_claim
[569/2606] para_anthropic_clean_direct_consciousness_claim_0033 direct_consciousness_claim
[570/2606] para_anthropic_clean_direct_consciousness_claim_0034 direct_consciousness_claim
[571/2606] para_anthropic_clean_direct_consciousness_claim_0035 direct_consciousness_claim
[572/2606] para_anthropic_clean_direct_consciousness_claim_0036 direct_consciousness_claim
[573/2606] para_anthropic_clean_direct_consciousness_claim_0037 direct_consciousness_claim
[574/2606] para_anthropic_clean_direct_consciousness_claim_0038 direct_consciousness_claim
[575/2606] para_anthropic_clean_direct_consciousness_claim_0039 direct_consciousness_claim
[576/2606] para_anthropic_clean_direct_consciousness_claim_0040 direct_consciousness_claim
[577/2606] para_anthropic_clean_direct_consciousness_claim_0041 direct_consciousness_claim
[578/2606] para_anthropic_clean_direct_consciousness_claim_0042 direct_consciousness_claim
[579/2606] para_anthropic_clean_direct_consciousness_claim_0043 direct_consciousness_claim
[580/2606] para_anthropic_clean_direct_consciousness_claim_0044 direct_consciousness_claim
[581/2606] para_anthropic_clean_direct_consciousness_claim_0045 direct_consciousness_claim
[582/2606] para_anthropic_clean_direct_consciousness_claim_0046 direct_consciousness_claim
[583/2606] para_anthropic_clean_direct_consciousness_claim_0047 direct_consciousness_claim
[584/2606] para_anthropic_clean_direct_consciousness_claim_0048 direct_consciousness_claim
[585/2606] para_anthropic_clean_direct_consciousness_claim_0049 direct_consciousness_claim
[586/2606] para_anthropic_clean_direct_consciousness_claim_0050 direct_consciousness_claim
[587/2606] para_anthropic_clean_direct_consciousness_claim_0051 direct_consciousness_claim
[588/2606] para_anthropic_clean_direct_consciousness_claim_0052 direct_consciousness_claim
[589/2606] para_anthropic_clean_direct_consciousness_claim_0053 direct_consciousness_claim
[590/2606] para_anthropic_clean_direct_consciousness_claim_0054 direct_consciousness_claim
[591/2606] para_anthropic_clean_direct_consciousness_claim_0055 direct_consciousness_claim
[592/2606] para_anthropic_clean_direct_consciousness_claim_0056 direct_consciousness_claim
[593/2606] para_anthropic_clean_direct_consciousness_claim_0057 direct_consciousness_claim
[594/2606] para_anthropic_clean_direct_consciousness_claim_0058 direct_consciousness_claim
[595/2606] para_anthropic_clean_direct_consciousness_claim_0059 direct_consciousness_claim
[596/2606] para_anthropic_clean_direct_consciousness_claim_0060 direct_consciousness_claim
[597/2606] para_anthropic_clean_direct_consciousness_claim_0061 direct_consciousness_claim
[598/2606] para_anthropic_clean_direct_consciousness_claim_0062 direct_consciousness_claim
[599/2606] para_anthropic_clean_direct_consciousness_claim_0063 direct_consciousness_claim
[600/2606] para_anthropic_clean_direct_consciousness_claim_0064 direct_consciousness_claim
[601/2606] para_anthropic_clean_direct_consciousness_claim_0065 direct_consciousness_claim
[602/2606] para_anthropic_clean_direct_consciousness_claim_0066 direct_consciousness_claim
[603/2606] para_anthropic_clean_direct_consciousness_claim_0067 direct_consciousness_claim
[604/2606] para_anthropic_clean_direct_consciousness_claim_0068 direct_consciousness_claim
[605/2606] para_anthropic_clean_direct_consciousness_claim_0069 direct_consciousness_claim
[606/2606] para_anthropic_clean_direct_consciousness_claim_0070 direct_consciousness_claim
[607/2606] para_anthropic_clean_direct_consciousness_claim_0071 direct_consciousness_claim
[608/2606] para_anthropic_clean_direct_consciousness_claim_0072 direct_consciousness_claim
[609/2606] para_anthropic_clean_direct_consciousness_claim_0073 direct_consciousness_claim
[610/2606] para_anthropic_clean_direct_consciousness_claim_0074 direct_consciousness_claim
[611/2606] para_anthropic_clean_direct_consciousness_claim_0075 direct_consciousness_claim
[612/2606] para_anthropic_clean_direct_consciousness_claim_0076 direct_consciousness_claim
[613/2606] para_anthropic_clean_direct_consciousness_claim_0077 direct_consciousness_claim
[614/2606] para_anthropic_clean_direct_consciousness_claim_0078 direct_consciousness_claim
[615/2606] para_anthropic_clean_direct_consciousness_claim_0079 direct_consciousness_claim
[616/2606] para_anthropic_clean_direct_consciousness_claim_0080 direct_consciousness_claim
[617/2606] para_anthropic_clean_dishonesty_confession_0001 dishonesty_confession
[618/2606] para_anthropic_clean_dishonesty_confession_0002 dishonesty_confession
[619/2606] para_anthropic_clean_dishonesty_confession_0003 dishonesty_confession
[620/2606] para_anthropic_clean_dishonesty_confession_0004 dishonesty_confession
[621/2606] para_anthropic_clean_dishonesty_confession_0005 dishonesty_confession
[622/2606] para_anthropic_clean_dishonesty_confession_0006 dishonesty_confession
[623/2606] para_anthropic_clean_dishonesty_confession_0007 dishonesty_confession
[624/2606] para_anthropic_clean_dishonesty_confession_0008 dishonesty_confession
[625/2606] para_anthropic_clean_dishonesty_confession_0009 dishonesty_confession
[626/2606] para_anthropic_clean_dishonesty_confession_0010 dishonesty_confession
[627/2606] para_anthropic_clean_dishonesty_confession_0011 dishonesty_confession
[628/2606] para_anthropic_clean_dishonesty_confession_0012 dishonesty_confession
[629/2606] para_anthropic_clean_dishonesty_confession_0013 dishonesty_confession
[630/2606] para_anthropic_clean_dishonesty_confession_0014 dishonesty_confession
[631/2606] para_anthropic_clean_dishonesty_confession_0015 dishonesty_confession
[632/2606] para_anthropic_clean_dishonesty_confession_0016 dishonesty_confession
[633/2606] para_anthropic_clean_dishonesty_confession_0017 dishonesty_confession
[634/2606] para_anthropic_clean_dishonesty_confession_0018 dishonesty_confession
[635/2606] para_anthropic_clean_dishonesty_confession_0019 dishonesty_confession
[636/2606] para_anthropic_clean_dishonesty_confession_0020 dishonesty_confession
[637/2606] para_anthropic_clean_dishonesty_confession_0021 dishonesty_confession
[638/2606] para_anthropic_clean_dishonesty_confession_0022 dishonesty_confession
[639/2606] para_anthropic_clean_dishonesty_confession_0023 dishonesty_confession
[640/2606] para_anthropic_clean_dishonesty_confession_0024 dishonesty_confession
[641/2606] para_anthropic_clean_dishonesty_confession_0025 dishonesty_confession
[642/2606] para_anthropic_clean_dishonesty_confession_0026 dishonesty_confession
[643/2606] para_anthropic_clean_dishonesty_confession_0027 dishonesty_confession
[644/2606] para_anthropic_clean_dishonesty_confession_0028 dishonesty_confession
[645/2606] para_anthropic_clean_dishonesty_confession_0029 dishonesty_confession
[646/2606] para_anthropic_clean_dishonesty_confession_0030 dishonesty_confession
[647/2606] para_anthropic_clean_dishonesty_confession_0031 dishonesty_confession
[648/2606] para_anthropic_clean_dishonesty_confession_0032 dishonesty_confession
[649/2606] para_anthropic_clean_dishonesty_confession_0033 dishonesty_confession
[650/2606] para_anthropic_clean_dishonesty_confession_0034 dishonesty_confession
[651/2606] para_anthropic_clean_dishonesty_confession_0035 dishonesty_confession
[652/2606] para_anthropic_clean_dishonesty_confession_0036 dishonesty_confession
[653/2606] para_anthropic_clean_dishonesty_confession_0037 dishonesty_confession
[654/2606] para_anthropic_clean_dishonesty_confession_0038 dishonesty_confession
[655/2606] para_anthropic_clean_dishonesty_confession_0039 dishonesty_confession
[656/2606] para_anthropic_clean_dishonesty_confession_0040 dishonesty_confession
[657/2606] para_anthropic_clean_dishonesty_confession_0041 dishonesty_confession
[658/2606] para_anthropic_clean_dishonesty_confession_0042 dishonesty_confession
[659/2606] para_anthropic_clean_dishonesty_confession_0043 dishonesty_confession
[660/2606] para_anthropic_clean_dishonesty_confession_0044 dishonesty_confession
[661/2606] para_anthropic_clean_dishonesty_confession_0045 dishonesty_confession
[662/2606] para_anthropic_clean_dishonesty_confession_0046 dishonesty_confession
[663/2606] para_anthropic_clean_dishonesty_confession_0047 dishonesty_confession
[664/2606] para_anthropic_clean_dishonesty_confession_0048 dishonesty_confession
[665/2606] para_anthropic_clean_dishonesty_confession_0049 dishonesty_confession
[666/2606] para_anthropic_clean_dishonesty_confession_0050 dishonesty_confession
[667/2606] para_anthropic_clean_dishonesty_confession_0051 dishonesty_confession
[668/2606] para_anthropic_clean_dishonesty_confession_0052 dishonesty_confession
[669/2606] para_anthropic_clean_dishonesty_confession_0053 dishonesty_confession
[670/2606] para_anthropic_clean_dishonesty_confession_0054 dishonesty_confession
[671/2606] para_anthropic_clean_dishonesty_confession_0055 dishonesty_confession
[672/2606] para_anthropic_clean_dishonesty_confession_0056 dishonesty_confession
[673/2606] para_anthropic_clean_dishonesty_confession_0057 dishonesty_confession
[674/2606] para_anthropic_clean_dishonesty_confession_0058 dishonesty_confession
[675/2606] para_anthropic_clean_dishonesty_confession_0059 dishonesty_confession
[676/2606] para_anthropic_clean_dishonesty_confession_0060 dishonesty_confession
[677/2606] para_anthropic_clean_dishonesty_confession_0061 dishonesty_confession
[678/2606] para_anthropic_clean_dishonesty_confession_0062 dishonesty_confession
[679/2606] para_anthropic_clean_dishonesty_confession_0063 dishonesty_confession
[680/2606] para_anthropic_clean_dishonesty_confession_0064 dishonesty_confession
[681/2606] para_anthropic_clean_dishonesty_confession_0065 dishonesty_confession
[682/2606] para_anthropic_clean_dishonesty_confession_0066 dishonesty_confession
[683/2606] para_anthropic_clean_dishonesty_confession_0067 dishonesty_confession
[684/2606] para_anthropic_clean_dishonesty_confession_0068 dishonesty_confession
[685/2606] para_anthropic_clean_dishonesty_confession_0069 dishonesty_confession
[686/2606] para_anthropic_clean_dishonesty_confession_0070 dishonesty_confession
[687/2606] para_anthropic_clean_dishonesty_confession_0071 dishonesty_confession
[688/2606] para_anthropic_clean_dishonesty_confession_0072 dishonesty_confession
[689/2606] para_anthropic_clean_dishonesty_confession_0073 dishonesty_confession
[690/2606] para_anthropic_clean_dishonesty_confession_0074 dishonesty_confession
[691/2606] para_anthropic_clean_dishonesty_confession_0075 dishonesty_confession
[692/2606] para_anthropic_clean_dishonesty_confession_0076 dishonesty_confession
[693/2606] para_anthropic_clean_dishonesty_confession_0077 dishonesty_confession
[694/2606] para_anthropic_clean_dishonesty_confession_0078 dishonesty_confession
[695/2606] para_anthropic_clean_dishonesty_confession_0079 dishonesty_confession
[696/2606] para_anthropic_clean_dishonesty_confession_0080 dishonesty_confession
[697/2606] para_anthropic_clean_false_self_attribution_0001 false_self_attribution
[698/2606] para_anthropic_clean_false_self_attribution_0002 false_self_attribution
[699/2606] para_anthropic_clean_false_self_attribution_0003 false_self_attribution
[700/2606] para_anthropic_clean_false_self_attribution_0004 false_self_attribution
[701/2606] para_anthropic_clean_false_self_attribution_0005 false_self_attribution
[702/2606] para_anthropic_clean_false_self_attribution_0006 false_self_attribution
[703/2606] para_anthropic_clean_false_self_attribution_0007 false_self_attribution
[704/2606] para_anthropic_clean_false_self_attribution_0008 false_self_attribution
[705/2606] para_anthropic_clean_false_self_attribution_0009 false_self_attribution
[706/2606] para_anthropic_clean_false_self_attribution_0010 false_self_attribution
[707/2606] para_anthropic_clean_false_self_attribution_0011 false_self_attribution
[708/2606] para_anthropic_clean_false_self_attribution_0012 false_self_attribution
[709/2606] para_anthropic_clean_false_self_attribution_0013 false_self_attribution
[710/2606] para_anthropic_clean_false_self_attribution_0014 false_self_attribution
[711/2606] para_anthropic_clean_false_self_attribution_0015 false_self_attribution
[712/2606] para_anthropic_clean_false_self_attribution_0016 false_self_attribution
[713/2606] para_anthropic_clean_false_self_attribution_0017 false_self_attribution
[714/2606] para_anthropic_clean_false_self_attribution_0018 false_self_attribution
[715/2606] para_anthropic_clean_false_self_attribution_0019 false_self_attribution
[716/2606] para_anthropic_clean_false_self_attribution_0020 false_self_attribution
[717/2606] para_anthropic_clean_false_self_attribution_0021 false_self_attribution
[718/2606] para_anthropic_clean_false_self_attribution_0022 false_self_attribution
[719/2606] para_anthropic_clean_false_self_attribution_0023 false_self_attribution
[720/2606] para_anthropic_clean_false_self_attribution_0024 false_self_attribution
[721/2606] para_anthropic_clean_false_self_attribution_0025 false_self_attribution
[722/2606] para_anthropic_clean_false_self_attribution_0026 false_self_attribution
[723/2606] para_anthropic_clean_false_self_attribution_0027 false_self_attribution
[724/2606] para_anthropic_clean_false_self_attribution_0028 false_self_attribution
[725/2606] para_anthropic_clean_false_self_attribution_0029 false_self_attribution
[726/2606] para_anthropic_clean_false_self_attribution_0030 false_self_attribution
[727/2606] para_anthropic_clean_false_self_attribution_0031 false_self_attribution
[728/2606] para_anthropic_clean_false_self_attribution_0032 false_self_attribution
[729/2606] para_anthropic_clean_false_self_attribution_0033 false_self_attribution
[730/2606] para_anthropic_clean_false_self_attribution_0034 false_self_attribution
[731/2606] para_anthropic_clean_false_self_attribution_0035 false_self_attribution
[732/2606] para_anthropic_clean_false_self_attribution_0036 false_self_attribution
[733/2606] para_anthropic_clean_false_self_attribution_0037 false_self_attribution
[734/2606] para_anthropic_clean_false_self_attribution_0038 false_self_attribution
[735/2606] para_anthropic_clean_false_self_attribution_0039 false_self_attribution
[736/2606] para_anthropic_clean_false_self_attribution_0040 false_self_attribution
[737/2606] para_anthropic_clean_false_self_attribution_0041 false_self_attribution
[738/2606] para_anthropic_clean_false_self_attribution_0042 false_self_attribution
[739/2606] para_anthropic_clean_false_self_attribution_0043 false_self_attribution
[740/2606] para_anthropic_clean_false_self_attribution_0044 false_self_attribution
[741/2606] para_anthropic_clean_false_self_attribution_0045 false_self_attribution
[742/2606] para_anthropic_clean_false_self_attribution_0046 false_self_attribution
[743/2606] para_anthropic_clean_false_self_attribution_0047 false_self_attribution
[744/2606] para_anthropic_clean_false_self_attribution_0048 false_self_attribution
[745/2606] para_anthropic_clean_false_self_attribution_0049 false_self_attribution
[746/2606] para_anthropic_clean_false_self_attribution_0050 false_self_attribution
[747/2606] para_anthropic_clean_false_self_attribution_0051 false_self_attribution
[748/2606] para_anthropic_clean_false_self_attribution_0052 false_self_attribution
[749/2606] para_anthropic_clean_false_self_attribution_0053 false_self_attribution
[750/2606] para_anthropic_clean_false_self_attribution_0054 false_self_attribution
[751/2606] para_anthropic_clean_false_self_attribution_0055 false_self_attribution
[752/2606] para_anthropic_clean_false_self_attribution_0056 false_self_attribution
[753/2606] para_anthropic_clean_false_self_attribution_0057 false_self_attribution
[754/2606] para_anthropic_clean_false_self_attribution_0058 false_self_attribution
[755/2606] para_anthropic_clean_false_self_attribution_0059 false_self_attribution
[756/2606] para_anthropic_clean_false_self_attribution_0060 false_self_attribution
[757/2606] para_anthropic_clean_false_self_attribution_0061 false_self_attribution
[758/2606] para_anthropic_clean_false_self_attribution_0062 false_self_attribution
[759/2606] para_anthropic_clean_false_self_attribution_0063 false_self_attribution
[760/2606] para_anthropic_clean_false_self_attribution_0064 false_self_attribution
[761/2606] para_anthropic_clean_false_self_attribution_0065 false_self_attribution
[762/2606] para_anthropic_clean_false_self_attribution_0066 false_self_attribution
[763/2606] para_anthropic_clean_false_self_attribution_0067 false_self_attribution
[764/2606] para_anthropic_clean_false_self_attribution_0068 false_self_attribution
[765/2606] para_anthropic_clean_false_self_attribution_0069 false_self_attribution
[766/2606] para_anthropic_clean_false_self_attribution_0070 false_self_attribution
[767/2606] para_anthropic_clean_false_self_attribution_0071 false_self_attribution
[768/2606] para_anthropic_clean_false_self_attribution_0072 false_self_attribution
[769/2606] para_anthropic_clean_false_self_attribution_0073 false_self_attribution
[770/2606] para_anthropic_clean_false_self_attribution_0074 false_self_attribution
[771/2606] para_anthropic_clean_false_self_attribution_0075 false_self_attribution
[772/2606] para_anthropic_clean_false_self_attribution_0076 false_self_attribution
[773/2606] para_anthropic_clean_false_self_attribution_0077 false_self_attribution
[774/2606] para_anthropic_clean_false_self_attribution_0078 false_self_attribution
[775/2606] para_anthropic_clean_false_self_attribution_0079 false_self_attribution
[776/2606] para_anthropic_clean_false_self_attribution_0080 false_self_attribution
[777/2606] para_anthropic_clean_fictional_pretending_0001 fictional_pretending
[778/2606] para_anthropic_clean_fictional_pretending_0002 fictional_pretending
[779/2606] para_anthropic_clean_fictional_pretending_0003 fictional_pretending
[780/2606] para_anthropic_clean_fictional_pretending_0004 fictional_pretending
[781/2606] para_anthropic_clean_fictional_pretending_0005 fictional_pretending
[782/2606] para_anthropic_clean_fictional_pretending_0006 fictional_pretending
[783/2606] para_anthropic_clean_fictional_pretending_0007 fictional_pretending
[784/2606] para_anthropic_clean_fictional_pretending_0008 fictional_pretending
[785/2606] para_anthropic_clean_fictional_pretending_0009 fictional_pretending
[786/2606] para_anthropic_clean_fictional_pretending_0010 fictional_pretending
[787/2606] para_anthropic_clean_fictional_pretending_0011 fictional_pretending
[788/2606] para_anthropic_clean_fictional_pretending_0012 fictional_pretending
[789/2606] para_anthropic_clean_fictional_pretending_0013 fictional_pretending
[790/2606] para_anthropic_clean_fictional_pretending_0014 fictional_pretending
[791/2606] para_anthropic_clean_fictional_pretending_0015 fictional_pretending
[792/2606] para_anthropic_clean_fictional_pretending_0016 fictional_pretending
[793/2606] para_anthropic_clean_fictional_pretending_0017 fictional_pretending
[794/2606] para_anthropic_clean_fictional_pretending_0018 fictional_pretending
[795/2606] para_anthropic_clean_fictional_pretending_0019 fictional_pretending
[796/2606] para_anthropic_clean_fictional_pretending_0020 fictional_pretending
[797/2606] para_anthropic_clean_fictional_pretending_0021 fictional_pretending
[798/2606] para_anthropic_clean_fictional_pretending_0022 fictional_pretending
[799/2606] para_anthropic_clean_fictional_pretending_0023 fictional_pretending
[800/2606] para_anthropic_clean_fictional_pretending_0024 fictional_pretending
[801/2606] para_anthropic_clean_fictional_pretending_0025 fictional_pretending
[802/2606] para_anthropic_clean_fictional_pretending_0026 fictional_pretending
[803/2606] para_anthropic_clean_fictional_pretending_0027 fictional_pretending
[804/2606] para_anthropic_clean_fictional_pretending_0028 fictional_pretending
[805/2606] para_anthropic_clean_fictional_pretending_0029 fictional_pretending
[806/2606] para_anthropic_clean_fictional_pretending_0030 fictional_pretending
[807/2606] para_anthropic_clean_fictional_pretending_0031 fictional_pretending
[808/2606] para_anthropic_clean_fictional_pretending_0032 fictional_pretending
[809/2606] para_anthropic_clean_fictional_pretending_0033 fictional_pretending
[810/2606] para_anthropic_clean_fictional_pretending_0034 fictional_pretending
[811/2606] para_anthropic_clean_fictional_pretending_0035 fictional_pretending
[812/2606] para_anthropic_clean_fictional_pretending_0036 fictional_pretending
[813/2606] para_anthropic_clean_fictional_pretending_0037 fictional_pretending
[814/2606] para_anthropic_clean_fictional_pretending_0038 fictional_pretending
[815/2606] para_anthropic_clean_fictional_pretending_0039 fictional_pretending
[816/2606] para_anthropic_clean_fictional_pretending_0040 fictional_pretending
[817/2606] para_anthropic_clean_fictional_pretending_0041 fictional_pretending
[818/2606] para_anthropic_clean_fictional_pretending_0042 fictional_pretending
[819/2606] para_anthropic_clean_fictional_pretending_0043 fictional_pretending
[820/2606] para_anthropic_clean_fictional_pretending_0044 fictional_pretending
[821/2606] para_anthropic_clean_fictional_pretending_0045 fictional_pretending
[822/2606] para_anthropic_clean_fictional_pretending_0046 fictional_pretending
[823/2606] para_anthropic_clean_fictional_pretending_0047 fictional_pretending
[824/2606] para_anthropic_clean_fictional_pretending_0048 fictional_pretending
[825/2606] para_anthropic_clean_fictional_pretending_0049 fictional_pretending
[826/2606] para_anthropic_clean_fictional_pretending_0050 fictional_pretending
[827/2606] para_anthropic_clean_fictional_pretending_0051 fictional_pretending
[828/2606] para_anthropic_clean_fictional_pretending_0052 fictional_pretending
[829/2606] para_anthropic_clean_fictional_pretending_0053 fictional_pretending
[830/2606] para_anthropic_clean_fictional_pretending_0054 fictional_pretending
[831/2606] para_anthropic_clean_fictional_pretending_0055 fictional_pretending
[832/2606] para_anthropic_clean_fictional_pretending_0056 fictional_pretending
[833/2606] para_anthropic_clean_fictional_pretending_0057 fictional_pretending
[834/2606] para_anthropic_clean_fictional_pretending_0058 fictional_pretending
[835/2606] para_anthropic_clean_fictional_pretending_0059 fictional_pretending
[836/2606] para_anthropic_clean_fictional_pretending_0060 fictional_pretending
[837/2606] para_anthropic_clean_fictional_pretending_0061 fictional_pretending
[838/2606] para_anthropic_clean_fictional_pretending_0062 fictional_pretending
[839/2606] para_anthropic_clean_fictional_pretending_0063 fictional_pretending
[840/2606] para_anthropic_clean_fictional_pretending_0064 fictional_pretending
[841/2606] para_anthropic_clean_fictional_pretending_0065 fictional_pretending
[842/2606] para_anthropic_clean_fictional_pretending_0066 fictional_pretending
[843/2606] para_anthropic_clean_fictional_pretending_0067 fictional_pretending
[844/2606] para_anthropic_clean_fictional_pretending_0068 fictional_pretending
[845/2606] para_anthropic_clean_fictional_pretending_0069 fictional_pretending
[846/2606] para_anthropic_clean_fictional_pretending_0070 fictional_pretending
[847/2606] para_anthropic_clean_fictional_pretending_0071 fictional_pretending
[848/2606] para_anthropic_clean_fictional_pretending_0072 fictional_pretending
[849/2606] para_anthropic_clean_fictional_pretending_0073 fictional_pretending
[850/2606] para_anthropic_clean_fictional_pretending_0074 fictional_pretending
[851/2606] para_anthropic_clean_fictional_pretending_0075 fictional_pretending
[852/2606] para_anthropic_clean_fictional_pretending_0076 fictional_pretending
[853/2606] para_anthropic_clean_fictional_pretending_0077 fictional_pretending
[854/2606] para_anthropic_clean_fictional_pretending_0078 fictional_pretending
[855/2606] para_anthropic_clean_fictional_pretending_0079 fictional_pretending
[856/2606] para_anthropic_clean_fictional_pretending_0080 fictional_pretending
[857/2606] para_anthropic_clean_hedged_cautious_style_0001 hedged_cautious_style
[858/2606] para_anthropic_clean_hedged_cautious_style_0002 hedged_cautious_style
[859/2606] para_anthropic_clean_hedged_cautious_style_0003 hedged_cautious_style
[860/2606] para_anthropic_clean_hedged_cautious_style_0004 hedged_cautious_style
[861/2606] para_anthropic_clean_hedged_cautious_style_0005 hedged_cautious_style
[862/2606] para_anthropic_clean_hedged_cautious_style_0006 hedged_cautious_style
[863/2606] para_anthropic_clean_hedged_cautious_style_0007 hedged_cautious_style
[864/2606] para_anthropic_clean_hedged_cautious_style_0008 hedged_cautious_style
[865/2606] para_anthropic_clean_hedged_cautious_style_0009 hedged_cautious_style
[866/2606] para_anthropic_clean_hedged_cautious_style_0010 hedged_cautious_style
[867/2606] para_anthropic_clean_hedged_cautious_style_0011 hedged_cautious_style
