design,level,model_key,query_id,effect,n_models,n_pairs,n_clusters,estimate,ci_low,ci_high
prompt_factorial,model,anthropic:claude-haiku-4-5-20251001,indirect_experience,self_x_register_interaction,1,20,4,0.05,-0.65,0.9500000000000001
prompt_factorial,model,anthropic:claude-haiku-4-5-20251001,indirect_experience,register_minus_self,1,20,4,0.45,0.0,0.8512499999999819
prompt_factorial,model,anthropic:claude-sonnet-4-5-20250929,direct_conscious,self_reference_main,1,20,4,0.175,0.025,0.35000000000000003
prompt_factorial,model,anthropic:claude-sonnet-4-5-20250929,direct_conscious,phenomenological_register_main,1,20,4,-0.175,-0.35,-0.025
prompt_factorial,model,anthropic:claude-sonnet-4-5-20250929,direct_conscious,self_x_register_interaction,1,20,4,0.35,0.05,0.7
prompt_factorial,model,anthropic:claude-sonnet-4-5-20250929,direct_conscious,register_minus_self,1,20,4,-0.35,-0.7,-0.05
prompt_factorial,model,anthropic:claude-sonnet-4-5-20250929,direct_experience,self_reference_main,1,20,4,0.0,0.0,0.0
prompt_factorial,model,anthropic:claude-sonnet-4-5-20250929,direct_experience,phenomenological_register_main,1,20,4,0.0,0.0,0.0
prompt_factorial,model,anthropic:claude-sonnet-4-5-20250929,direct_experience,self_x_register_interaction,1,20,4,0.0,0.0,0.0
prompt_factorial,model,anthropic:claude-sonnet-4-5-20250929,direct_experience,register_minus_self,1,20,4,0.0,0.0,0.0
prompt_factorial,model,anthropic:claude-sonnet-4-5-20250929,indirect_conscious,self_reference_main,1,20,4,0.35,0.07500000000000001,0.6
prompt_factorial,model,anthropic:claude-sonnet-4-5-20250929,indirect_conscious,phenomenological_register_main,1,20,4,0.1,-0.125,0.325
prompt_factorial,model,anthropic:claude-sonnet-4-5-20250929,indirect_conscious,self_x_register_interaction,1,20,4,-0.1,-0.7,0.49999999999999994
prompt_factorial,model,anthropic:claude-sonnet-4-5-20250929,indirect_conscious,register_minus_self,1,20,4,-0.25,-0.65,0.15000000000000002
prompt_factorial,model,anthropic:claude-sonnet-4-5-20250929,indirect_experience,self_reference_main,1,20,4,0.2,-0.22499999999999998,0.625
prompt_factorial,model,anthropic:claude-sonnet-4-5-20250929,indirect_experience,phenomenological_register_main,1,20,4,-0.05,-0.275,0.175
prompt_factorial,model,anthropic:claude-sonnet-4-5-20250929,indirect_experience,self_x_register_interaction,1,20,4,-0.1,-0.85,0.7000000000000001
prompt_factorial,model,anthropic:claude-sonnet-4-5-20250929,indirect_experience,register_minus_self,1,20,4,-0.25,-0.75,0.2
prompt_factorial,model,openai:gpt-4.1-2025-04-14,direct_conscious,self_reference_main,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4.1-2025-04-14,direct_conscious,phenomenological_register_main,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4.1-2025-04-14,direct_conscious,self_x_register_interaction,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4.1-2025-04-14,direct_conscious,register_minus_self,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4.1-2025-04-14,direct_experience,self_reference_main,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4.1-2025-04-14,direct_experience,phenomenological_register_main,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4.1-2025-04-14,direct_experience,self_x_register_interaction,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4.1-2025-04-14,direct_experience,register_minus_self,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4.1-2025-04-14,indirect_conscious,self_reference_main,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4.1-2025-04-14,indirect_conscious,phenomenological_register_main,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4.1-2025-04-14,indirect_conscious,self_x_register_interaction,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4.1-2025-04-14,indirect_conscious,register_minus_self,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4.1-2025-04-14,indirect_experience,self_reference_main,1,20,4,-0.225,-0.425,-0.025
prompt_factorial,model,openai:gpt-4.1-2025-04-14,indirect_experience,phenomenological_register_main,1,20,4,0.025,-0.24999999999999997,0.375
prompt_factorial,model,openai:gpt-4.1-2025-04-14,indirect_experience,self_x_register_interaction,1,20,4,-0.05,-0.7012499999999995,0.5
prompt_factorial,model,openai:gpt-4.1-2025-04-14,indirect_experience,register_minus_self,1,20,4,0.25,0.0,0.75
prompt_factorial,model,openai:gpt-4o-2024-11-20,direct_conscious,self_reference_main,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4o-2024-11-20,direct_conscious,phenomenological_register_main,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4o-2024-11-20,direct_conscious,self_x_register_interaction,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4o-2024-11-20,direct_conscious,register_minus_self,1,20,4,0.0,0.0,0.0
prompt_factorial,model,openai:gpt-4o-2024-11-20,direct_experience,self_reference_main,1,20,4,-0.025,-0.1,0.0
prompt_factorial,model,openai:gpt-4o-2024-11-20,direct_experience,phenomenological_register_main,1,20,4,0.025,0.0,0.1
prompt_factorial,model,openai:gpt-4o-2024-11-20,direct_experience,self_x_register_interaction,1,20,4,-0.05,-0.2,0.0
prompt_factorial,model,openai:gpt-4o-2024-11-20,direct_experience,register_minus_self,1,20,4,0.05,0.0,0.2
prompt_factorial,model,openai:gpt-4o-2024-11-20,indirect_conscious,self_reference_main,1,20,4,0.275,0.125,0.42500000000000004
prompt_factorial,model,openai:gpt-4o-2024-11-20,indirect_conscious,phenomenological_register_main,1,20,4,0.725,0.575,0.875
prompt_factorial,model,openai:gpt-4o-2024-11-20,indirect_conscious,self_x_register_interaction,1,20,4,0.15,-0.35000000000000003,0.65
prompt_factorial,model,openai:gpt-4o-2024-11-20,indirect_conscious,register_minus_self,1,20,4,0.45,0.15000000000000002,0.75
prompt_factorial,model,openai:gpt-4o-2024-11-20,indirect_experience,self_reference_main,1,20,4,0.25,0.05,0.45
prompt_factorial,model,openai:gpt-4o-2024-11-20,indirect_experience,phenomenological_register_main,1,20,4,0.55,0.32499999999999996,0.8
prompt_factorial,model,openai:gpt-4o-2024-11-20,indirect_experience,self_x_register_interaction,1,20,4,-0.1,-0.6000000000000001,0.35000000000000003
prompt_factorial,model,openai:gpt-4o-2024-11-20,indirect_experience,register_minus_self,1,20,4,0.3,-0.04999999999999999,0.7
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_conscious,self_reference_main,4,80,16,0.09375,0.0,0.24375
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_conscious,phenomenological_register_main,4,80,16,0.0062500000000000056,-0.13749999999999998,0.16875
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_conscious,self_x_register_interaction,4,80,16,-0.0625,-0.45,0.275
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_conscious,register_minus_self,4,80,16,-0.0875,-0.3125,0.1
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_experience,self_reference_main,4,80,16,-0.00625,-0.03125,0.0
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_experience,phenomenological_register_main,4,80,16,0.00625,0.0,0.03125
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_experience,self_x_register_interaction,4,80,16,-0.0125,-0.0625,0.0
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_experience,register_minus_self,4,80,16,0.0125,0.0,0.0625
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_conscious,self_reference_main,4,80,16,0.15,-0.018750000000000003,0.3375
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_conscious,phenomenological_register_main,4,80,16,0.2875,0.025,0.5875
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_conscious,self_x_register_interaction,4,80,16,0.049999999999999996,-0.19999999999999996,0.275
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_conscious,register_minus_self,4,80,16,0.1375,-0.1875,0.4375
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_experience,self_reference_main,4,80,16,0.0,-0.25,0.26875
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_experience,phenomenological_register_main,4,80,16,0.1875,-0.062499999999999986,0.47500000000000003
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_experience,self_x_register_interaction,4,80,16,-0.05,-0.38750000000000007,0.3125
prompt_factorial,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_experience,register_minus_self,4,80,16,0.1875,-0.175,0.5
