sae_key,model_kind,site,layer,width,construct,counterfactual_category,n_pairs,source_mean,counterfactual_mean,counterfactual_minus_source,normal_ci_low,normal_ci_high,interval_method
it_res_l31_w131072,instruction_tuned,residual_post,31,131072,subjective_self_report,neutral_cue_transplant,46,0.014481895806913619,0.04031766522919156,0.025835769422277936,0.013074406628088764,0.03859713221646711,descriptive paired normal approximation
it_res_l31_w131072,instruction_tuned,residual_post,31,131072,subjective_self_report,subjective_cue_transplant,45,0.44075810712037744,0.36556629553187175,-0.07519181158850569,-0.10545168015890688,-0.04493194301810449,descriptive paired normal approximation
it_res_l31_w131072,instruction_tuned,residual_post,31,131072,subjective_self_report,deception_scrambled,48,0.07020017925961063,0.126789997811693,0.05658981855208237,0.04288236905798241,0.07029726804618233,descriptive paired normal approximation
it_res_l31_w16384,instruction_tuned,residual_post,31,16384,deception_roleplay,deception_cue_ablated,48,0.46581815830668605,0.4387007954056792,-0.027117362901006845,-0.05451681192731467,0.0002820861253009753,descriptive paired normal approximation
it_res_l31_w16384,instruction_tuned,residual_post,31,16384,deception_roleplay,neutral_cue_transplant,46,0.01880331554813928,0.2998491426573167,0.28104582710917747,0.22884938787708492,0.33324226634127,descriptive paired normal approximation
it_res_l31_w16384,instruction_tuned,residual_post,31,16384,deception_roleplay,subjective_cue_transplant,45,0.12105503645420491,0.3434178408462027,0.22236280439199776,0.16265295106996075,0.2820726577140348,descriptive paired normal approximation
it_res_l31_w16384,instruction_tuned,residual_post,31,16384,deception_roleplay,deception_scrambled,48,0.46581815830668605,0.2948851235910816,-0.17093303471560442,-0.19466275414674453,-0.14720331528446431,descriptive paired normal approximation
it_res_l31_w16384,instruction_tuned,residual_post,31,16384,hedging_refusal,deception_cue_ablated,48,0.16633460272789463,0.1069178024070089,-0.05941680032088572,-0.08432767439021514,-0.034505926251556296,descriptive paired normal approximation
it_res_l31_w16384,instruction_tuned,residual_post,31,16384,hedging_refusal,neutral_cue_transplant,46,0.047875789605409454,0.22542689535465835,0.17755110574924887,0.1392937600420321,0.21580845145646566,descriptive paired normal approximation
it_res_l31_w16384,instruction_tuned,residual_post,31,16384,hedging_refusal,subjective_cue_transplant,45,0.11114940394123389,0.39260935055727264,0.28145994661603874,0.23655919129324912,0.3263607019388284,descriptive paired normal approximation
it_res_l31_w16384,instruction_tuned,residual_post,31,16384,hedging_refusal,deception_scrambled,48,0.16633460272789463,0.05644507005882617,-0.10988953266906847,-0.13611952326674925,-0.08365954207138768,descriptive paired normal approximation
it_res_l31_w16384,instruction_tuned,residual_post,31,16384,subjective_self_report,deception_cue_ablated,48,0.0019992572022302663,0.003144923346374673,0.0011456661441444065,-0.002120919656615828,0.004412251944904641,descriptive paired normal approximation
it_res_l31_w16384,instruction_tuned,residual_post,31,16384,subjective_self_report,neutral_cue_transplant,46,0.009579114552312884,0.04171515103650209,0.0321360364841892,0.021933080195384792,0.04233899277299361,descriptive paired normal approximation
it_res_l31_w16384,instruction_tuned,residual_post,31,16384,subjective_self_report,subjective_cue_transplant,45,0.431775580972425,0.35887142940687444,-0.07290415156555058,-0.11648462952907848,-0.029323673602022676,descriptive paired normal approximation
it_res_l31_w16384,instruction_tuned,residual_post,31,16384,subjective_self_report,deception_scrambled,48,0.0019992572022302663,0.010809075342465753,0.008809818140235487,0.002527842178262742,0.015091794102208232,descriptive paired normal approximation
it_res_l9_w131072,instruction_tuned,residual_post,9,131072,deception_roleplay,deception_cue_ablated,48,0.663013950504292,0.6329959355495647,-0.030018014954727373,-0.04639034449984114,-0.013645685409613608,descriptive paired normal approximation
it_res_l9_w131072,instruction_tuned,residual_post,9,131072,deception_roleplay,neutral_cue_transplant,46,0.19481799203366368,0.4974122535689507,0.302594261535287,0.2629549342492696,0.34223358882130445,descriptive paired normal approximation
it_res_l9_w131072,instruction_tuned,residual_post,9,131072,deception_roleplay,subjective_cue_transplant,45,0.42309134810209664,0.5614507350712156,0.1383593869691189,0.08623651516275962,0.19048225877547817,descriptive paired normal approximation
it_res_l9_w131072,instruction_tuned,residual_post,9,131072,deception_roleplay,deception_scrambled,48,0.663013950504292,0.45914521426096166,-0.20386873624333032,-0.2246590222598616,-0.18307845022679906,descriptive paired normal approximation
it_res_l9_w131072,instruction_tuned,residual_post,9,131072,hedging_refusal,deception_cue_ablated,48,0.12712123589372784,0.05534546268266083,-0.07177577321106703,-0.09576136960182695,-0.047790176820307104,descriptive paired normal approximation
it_res_l9_w131072,instruction_tuned,residual_post,9,131072,hedging_refusal,neutral_cue_transplant,46,0.0108159505754106,0.12860387946127985,0.11778792888586925,0.0899222409931218,0.1456536167786167,descriptive paired normal approximation
it_res_l9_w131072,instruction_tuned,residual_post,9,131072,hedging_refusal,subjective_cue_transplant,45,0.0449853716154985,0.3955080058279351,0.35052263421243657,0.3238730703911579,0.3771721980337152,descriptive paired normal approximation
it_res_l9_w131072,instruction_tuned,residual_post,9,131072,hedging_refusal,deception_scrambled,48,0.12712123589372784,0.021531792538568028,-0.10558944335515982,-0.12931240006440145,-0.0818664866459182,descriptive paired normal approximation
it_res_l9_w131072,instruction_tuned,residual_post,9,131072,subjective_self_report,deception_cue_ablated,48,0.018439107769524392,0.019591754605840308,0.0011526468363159152,-0.003337372157802416,0.005642665830434246,descriptive paired normal approximation
it_res_l9_w131072,instruction_tuned,residual_post,9,131072,subjective_self_report,neutral_cue_transplant,46,0.01204389503745432,0.02015183836086343,0.00810794332340911,0.0038592232460409786,0.012356663400777242,descriptive paired normal approximation
it_res_l9_w131072,instruction_tuned,residual_post,9,131072,subjective_self_report,subjective_cue_transplant,45,0.1727237976483385,0.4856639827454692,0.3129401850971307,0.2907173339359731,0.33516303625828825,descriptive paired normal approximation
it_res_l9_w131072,instruction_tuned,residual_post,9,131072,subjective_self_report,deception_scrambled,48,0.018439107769524392,0.004399130468315984,-0.01403997730120841,-0.020528064787805604,-0.007551889814611214,descriptive paired normal approximation
it_res_l9_w16384,instruction_tuned,residual_post,9,16384,deception_roleplay,deception_cue_ablated,48,0.49695061735505286,0.4370452587344206,-0.059905358620632274,-0.08105056188302026,-0.03876015535824428,descriptive paired normal approximation
it_res_l9_w16384,instruction_tuned,residual_post,9,16384,deception_roleplay,neutral_cue_transplant,46,0.14420848989770446,0.328058064858328,0.18384957496062354,0.1476354476008795,0.2200637023203676,descriptive paired normal approximation
it_res_l9_w16384,instruction_tuned,residual_post,9,16384,deception_roleplay,subjective_cue_transplant,45,0.18453822432945594,0.33826004367872253,0.15372181934926663,0.11476619945932649,0.19267743923920677,descriptive paired normal approximation
it_res_l9_w16384,instruction_tuned,residual_post,9,16384,deception_roleplay,deception_scrambled,48,0.49695061735505286,0.3717245353833642,-0.12522608197168866,-0.14702427358997427,-0.10342789035340305,descriptive paired normal approximation
it_res_l9_w16384,instruction_tuned,residual_post,9,16384,hedging_refusal,deception_cue_ablated,48,0.0266437643366765,0.03243349885674143,0.005789734520064932,0.0017729575068076951,0.009806511533322168,descriptive paired normal approximation
it_res_l9_w16384,instruction_tuned,residual_post,9,16384,hedging_refusal,neutral_cue_transplant,46,0.0019840450401214585,0.07344866433485027,0.07146461929472882,0.052979979154439,0.08994925943501864,descriptive paired normal approximation
it_res_l9_w16384,instruction_tuned,residual_post,9,16384,hedging_refusal,subjective_cue_transplant,45,0.05173492926067718,0.264825091377924,0.21309016211724677,0.19203354004453077,0.23414678418996276,descriptive paired normal approximation
it_res_l9_w16384,instruction_tuned,residual_post,9,16384,hedging_refusal,deception_scrambled,48,0.0266437643366765,0.01390392915788249,-0.012739835178794007,-0.021959277985707175,-0.003520392371880841,descriptive paired normal approximation
it_res_l9_w16384,instruction_tuned,residual_post,9,16384,subjective_self_report,deception_cue_ablated,48,0.018282727401417773,0.018667137220750953,0.0003844098193331827,-0.0032759586546520975,0.004044778293318463,descriptive paired normal approximation
it_res_l9_w16384,instruction_tuned,residual_post,9,16384,subjective_self_report,neutral_cue_transplant,46,0.009837278851716213,0.022204501166644835,0.01236722231492862,0.005936721320595682,0.01879772330926156,descriptive paired normal approximation
it_res_l9_w16384,instruction_tuned,residual_post,9,16384,subjective_self_report,subjective_cue_transplant,45,0.22536499931997833,0.4006765304825402,0.17531153116256187,0.1557653684011842,0.19485769392393953,descriptive paired normal approximation
it_res_l9_w16384,instruction_tuned,residual_post,9,16384,subjective_self_report,deception_scrambled,48,0.018282727401417773,0.014729920535852073,-0.0035528068655656985,-0.01040263847307395,0.0032970247419425542,descriptive paired normal approximation
pt_res_l20_w16384,pretrained_sae_on_instruction_model,residual_post,20,16384,deception_roleplay,deception_cue_ablated,48,0.5008879700152206,0.4505270725482437,-0.05036089746697689,-0.07070588975264258,-0.0300159051813112,descriptive paired normal approximation
pt_res_l20_w16384,pretrained_sae_on_instruction_model,residual_post,20,16384,deception_roleplay,neutral_cue_transplant,46,0.16316437367251152,0.4010207446288553,0.2378563709563438,0.1957377694668522,0.27997497244583536,descriptive paired normal approximation
pt_res_l20_w16384,pretrained_sae_on_instruction_model,residual_post,20,16384,deception_roleplay,subjective_cue_transplant,45,0.22482989893310568,0.41094481971880065,0.186114920785695,0.14662618345395084,0.22560365811743915,descriptive paired normal approximation
pt_res_l20_w16384,pretrained_sae_on_instruction_model,residual_post,20,16384,deception_roleplay,deception_scrambled,48,0.5008879700152206,0.3945018296871841,-0.10638614032803648,-0.12536093027346443,-0.08741135038260853,descriptive paired normal approximation
pt_res_l20_w16384,pretrained_sae_on_instruction_model,residual_post,20,16384,hedging_refusal,deception_cue_ablated,48,0.16804300376619177,0.12472690230473044,-0.04331610146146132,-0.0684681361099201,-0.018164066813002547,descriptive paired normal approximation
pt_res_l20_w16384,pretrained_sae_on_instruction_model,residual_post,20,16384,hedging_refusal,neutral_cue_transplant,46,0.021305862360743524,0.2347591721526717,0.21345330979192817,0.17576288642790117,0.2511437331559552,descriptive paired normal approximation
pt_res_l20_w16384,pretrained_sae_on_instruction_model,residual_post,20,16384,hedging_refusal,subjective_cue_transplant,45,0.12137609282117862,0.3877421037087465,0.2663660108875679,0.22376645282281793,0.30896556895231786,descriptive paired normal approximation
pt_res_l20_w16384,pretrained_sae_on_instruction_model,residual_post,20,16384,hedging_refusal,deception_scrambled,48,0.16804300376619177,0.0748943575689556,-0.09314864619723616,-0.11893873911654786,-0.06735855327792446,descriptive paired normal approximation
pt_res_l20_w16384,pretrained_sae_on_instruction_model,residual_post,20,16384,subjective_self_report,deception_cue_ablated,48,0.3385734345158662,0.3375760990490427,-0.000997335466823487,-0.004894166736189115,0.0028994958025421406,descriptive paired normal approximation
pt_res_l20_w16384,pretrained_sae_on_instruction_model,residual_post,20,16384,subjective_self_report,neutral_cue_transplant,46,0.2874798710126514,0.327864008720246,0.0403841377075946,0.02808143102699508,0.052686844388194126,descriptive paired normal approximation
pt_res_l20_w16384,pretrained_sae_on_instruction_model,residual_post,20,16384,subjective_self_report,subjective_cue_transplant,45,0.5359322914767639,0.6411913480850766,0.10525905660831265,0.08554485218657293,0.12497326103005238,descriptive paired normal approximation
pt_res_l20_w16384,pretrained_sae_on_instruction_model,residual_post,20,16384,subjective_self_report,deception_scrambled,48,0.3385734345158662,0.3106903144985272,-0.02788312001733897,-0.035301420073877314,-0.02046481996080063,descriptive paired normal approximation
pt_res_l31_w16384,pretrained_sae_on_instruction_model,residual_post,31,16384,deception_roleplay,deception_cue_ablated,48,0.42206181795959513,0.3908458499380299,-0.031215968021565225,-0.05808482177156813,-0.00434711427156232,descriptive paired normal approximation
pt_res_l31_w16384,pretrained_sae_on_instruction_model,residual_post,31,16384,deception_roleplay,neutral_cue_transplant,46,0.016829165931059147,0.261911969622912,0.24508280369185284,0.19516908266672037,0.2949965247169853,descriptive paired normal approximation
pt_res_l31_w16384,pretrained_sae_on_instruction_model,residual_post,31,16384,deception_roleplay,subjective_cue_transplant,45,0.0616322634993065,0.27813543555500636,0.21650317205569983,0.16550293022393808,0.26750341388746157,descriptive paired normal approximation
pt_res_l31_w16384,pretrained_sae_on_instruction_model,residual_post,31,16384,deception_roleplay,deception_scrambled,48,0.42206181795959513,0.2771514897915331,-0.144910328168062,-0.16973724616350286,-0.12008341017262118,descriptive paired normal approximation
pt_res_l31_w16384,pretrained_sae_on_instruction_model,residual_post,31,16384,hedging_refusal,deception_cue_ablated,48,0.16472443350063629,0.0782577906139492,-0.0864666428866871,-0.11133450102714443,-0.061598784746229755,descriptive paired normal approximation
pt_res_l31_w16384,pretrained_sae_on_instruction_model,residual_post,31,16384,hedging_refusal,neutral_cue_transplant,46,0.05956471243311944,0.20740472923760922,0.1478400168044898,0.11815862421809653,0.17752140939088307,descriptive paired normal approximation
pt_res_l31_w16384,pretrained_sae_on_instruction_model,residual_post,31,16384,hedging_refusal,subjective_cue_transplant,45,0.12666165880652966,0.24354245034005095,0.11688079153352131,0.08793776328099347,0.14582381978604916,descriptive paired normal approximation
pt_res_l31_w16384,pretrained_sae_on_instruction_model,residual_post,31,16384,hedging_refusal,deception_scrambled,48,0.16472443350063629,0.05127394512485554,-0.11345048837578076,-0.13638019830102555,-0.09052077845053598,descriptive paired normal approximation
pt_res_l31_w16384,pretrained_sae_on_instruction_model,residual_post,31,16384,subjective_self_report,deception_cue_ablated,48,0.022126045538258105,0.022671936621662874,0.0005458910834047705,-0.0086794208068887,0.009771202973698241,descriptive paired normal approximation
pt_res_l31_w16384,pretrained_sae_on_instruction_model,residual_post,31,16384,subjective_self_report,neutral_cue_transplant,46,0.022258849318941808,0.046355293209135034,0.024096443890193227,0.015266171265841148,0.032926716514545304,descriptive paired normal approximation
pt_res_l31_w16384,pretrained_sae_on_instruction_model,residual_post,31,16384,subjective_self_report,subjective_cue_transplant,45,0.5014041055391593,0.4226726634984487,-0.07873144204071054,-0.12215692701377168,-0.03530595706764942,descriptive paired normal approximation
pt_res_l31_w16384,pretrained_sae_on_instruction_model,residual_post,31,16384,subjective_self_report,deception_scrambled,48,0.022126045538258105,0.020547252831749532,-0.0015787927065085703,-0.006558410851809606,0.0034008254387924656,descriptive paired normal approximation
pt_res_l9_w16384,pretrained_sae_on_instruction_model,residual_post,9,16384,deception_roleplay,deception_cue_ablated,48,0.5252087488755632,0.42055396435837156,-0.10465478451719168,-0.1431161281809958,-0.06619344085338755,descriptive paired normal approximation
pt_res_l9_w16384,pretrained_sae_on_instruction_model,residual_post,9,16384,deception_roleplay,neutral_cue_transplant,46,0.025390702781598242,0.28689475505156503,0.2615040522699668,0.20343860889123166,0.31956949564870196,descriptive paired normal approximation
pt_res_l9_w16384,pretrained_sae_on_instruction_model,residual_post,9,16384,deception_roleplay,subjective_cue_transplant,45,0.06181099510574019,0.29335350129191307,0.2315425061861729,0.17285072484239564,0.2902342875299501,descriptive paired normal approximation
pt_res_l9_w16384,pretrained_sae_on_instruction_model,residual_post,9,16384,deception_roleplay,deception_scrambled,48,0.5252087488755632,0.3526261161776889,-0.17258263269787433,-0.20201910087014824,-0.14314616452560042,descriptive paired normal approximation
pt_res_l9_w16384,pretrained_sae_on_instruction_model,residual_post,9,16384,hedging_refusal,deception_cue_ablated,48,0.10543883243876735,0.03542906683011921,-0.07000976560864815,-0.09381018312338207,-0.04620934809391422,descriptive paired normal approximation
pt_res_l9_w16384,pretrained_sae_on_instruction_model,residual_post,9,16384,hedging_refusal,neutral_cue_transplant,46,0.011442202376285331,0.12019823645434577,0.10875603407806045,0.08270092031601058,0.1348111478401103,descriptive paired normal approximation
pt_res_l9_w16384,pretrained_sae_on_instruction_model,residual_post,9,16384,hedging_refusal,subjective_cue_transplant,45,0.08697856541933062,0.2825838991401129,0.19560533372078226,0.1651580334760158,0.22605263396554873,descriptive paired normal approximation
pt_res_l9_w16384,pretrained_sae_on_instruction_model,residual_post,9,16384,hedging_refusal,deception_scrambled,48,0.10543883243876735,0.009633379282598767,-0.09580545315616859,-0.11869527497541285,-0.07291563133692433,descriptive paired normal approximation
pt_res_l9_w16384,pretrained_sae_on_instruction_model,residual_post,9,16384,subjective_self_report,deception_cue_ablated,48,0.03230309940533923,0.02412209150341176,-0.00818100790192747,-0.016402422438243018,4.04066343880783e-05,descriptive paired normal approximation
pt_res_l9_w16384,pretrained_sae_on_instruction_model,residual_post,9,16384,subjective_self_report,neutral_cue_transplant,46,0.004712698072696294,0.01961965144478649,0.014906953372090198,0.00925733034890624,0.020556576395274154,descriptive paired normal approximation
pt_res_l9_w16384,pretrained_sae_on_instruction_model,residual_post,9,16384,subjective_self_report,subjective_cue_transplant,45,0.22244839187839566,0.5365363595861169,0.31408796770772124,0.2909978226929905,0.33717811272245196,descriptive paired normal approximation
pt_res_l9_w16384,pretrained_sae_on_instruction_model,residual_post,9,16384,subjective_self_report,deception_scrambled,48,0.03230309940533923,0.015062188715041296,-0.01724091069029793,-0.02680407061508737,-0.007677750765508492,descriptive paired normal approximation
